MidPoint,Slope,resultList,LinerType
10,1.0,"[0.6512145775177237, 0.6512145775177239, 0.6512145775177237, 0.6512145775177239, 0.6512145775177237, 0.6512145775177243, 0.6512145775177239, 0.6512145775177239, 0.6512145775177239, 0.6512145775177239, 0.6512145775177237]",-5.551115123125783e-16
20,1.0,"[0.49274070668695963, 0.49274070668695996, 0.4927407066869598, 0.4927407066869598, 0.49274070668695963, 0.4927407066869601, 0.49274070668695946, 0.4927407066869601, 0.49274070668695996, 0.49274070668695963, 0.49274070668695963]",-4.440892098500626e-16
30,1.0,"[0.4003981903440512, 0.40039819034405105, 0.40039819034405133, 0.40039819034405133, 0.4003981903440515, 0.40039819034405105, 0.4003981903440512, 0.40039819034405133, 0.4003981903440515, 0.40039819034405133, 0.40039819034405133]",-1.6653345369377348e-16
40,1.0,"[0.33881579699195646, 0.33881579699195663, 0.3388157969919568, 0.3388157969919568, 0.33881579699195663, 0.33881579699195663, 0.3388157969919569, 0.33881579699195646, 0.3388157969919568, 0.3388157969919568, 0.3388157969919568]",-1.1102230246251565e-16
50,1.0,"[0.29439535450604193, 0.29439535450604176, 0.29439535450604193, 0.29439535450604176, 0.29439535450604204, 0.29439535450604193, 0.2943953545060416, 0.29439535450604176, 0.29439535450604176, 0.29439535450604176, 0.29439535450604193]",-1.1102230246251565e-16
60,1.0,"[0.260658268271272, 0.260658268271272, 0.2606582682712718, 0.2606582682712718, 0.2606582682712718, 0.2606582682712718, 0.2606582682712718, 0.2606582682712718, 0.2606582682712718, 0.2606582682712718, 0.26065826827127214]",1.6653345369377348e-16
70,1.0,"[0.23407651584247113, 0.23407651584247113, 0.23407651584247113, 0.2340765158424713, 0.2340765158424713, 0.23407651584247113, 0.23407651584247113, 0.23407651584247113, 0.2340765158424713, 0.2340765158424713, 0.23407651584247113]",-1.6653345369377348e-16
80,1.0,"[0.21254588501929153, 0.21254588501929103, 0.21254588501929103, 0.2125458850192907, 0.2125458850192906, 0.21254588501929025, 0.21254588501929025, 0.2125458850192906, 0.21254588501929086, 0.21254588501929103, 0.2125458850192917]",1.27675647831893e-15
90,1.0,"[0.19472553174300575, 0.1947255317430053, 0.19472553174300397, 0.19472553174300414, 0.19472553174300225, 0.19472553174300092, 0.19472553174300192, 0.19472553174300414, 0.19472553174300558, 0.1947255317430043, 0.19472553174300558]",4.6629367034256575e-15
100,1.0,"[0.1797167700752477, 0.17971677007524817, 0.17971677007524353, 0.17971677007524434, 0.17971677007523937, 0.17971677007523743, 0.17971677007524128, 0.17971677007524753, 0.17971677007524658, 0.1797167700752477, 0.17971677007525075]",1.0269562977782698e-14
