MidPoint,Slope,resultList,LinerType
10,4.0,"[0.7466750375277624, 0.6952264865004361, 0.6512145775177243, 0.6130914470146264, 0.5796976400463382, 0.5501583899527325, 0.5238047408501617, 0.500117334580393, 0.47868690980839707, 0.4591864286395077, 0.4413511844801566]",0
20,4.0,"[0.6014828868412688, 0.5410481711555086, 0.4927407066869601, 0.45306789685722526, 0.41979210680483375, 0.3914082034081296, 0.3668623086232907, 0.3453916906387404, 0.32642892416210295, 0.30954197979204556, 0.29439535450604193]",0
30,4.0,"[0.5077440697784784, 0.44712547737532093, 0.40039819034405105, 0.36308766260189845, 0.33250015677929384, 0.3069046035692801, 0.2851312574000949, 0.2663576516436612, 0.24998659638620713, 0.23557279754787486, 0.22277672271673793]",0
40,4.0,"[0.44135118448015626, 0.3828423298589317, 0.33881579699195663, 0.30431407368225644, 0.2764568021260888, 0.253441697274868, 0.23407651584247113, 0.2175376391892631, 0.203235974472564, 0.19073796221862974, 0.17971677007525075]",0
50,4.0,"[0.39140820340812926, 0.33562646783300426, 0.29439535450604193, 0.2625296791830418, 0.23708897554903618, 0.21626722753939837, 0.19888754257819774, 0.1841470174513815, 0.17147739030153042, 0.16046409396227582, 0.15079685194602685]",0
60,4.0,"[0.3522451414953136, 0.2992684463195121, 0.2606582682712718, 0.23114205208261737, 0.20778395148406656, 0.18880613127144016, 0.17306315674917142, 0.15978069472262996, 0.14841460834323741, 0.13857005744900525, 0.12995269859903882]",0
70,4.0,"[0.32058755713310505, 0.27030368763850304, 0.23407651584247113, 0.20662748522149205, 0.18505996320977522, 0.16763936334696836, 0.1532576517412339, 0.1411704727012621, 0.13085705078622642, 0.12194071423419596, 0.11414152214931686]",0
80,4.0,"[0.29439535450604193, 0.2466277442782834, 0.21254588501929025, 0.18691387437136528, 0.1668926229244727, 0.15079685194607453, 0.13755659292547845, 0.12645597223234029, 0.11699567234393062, 0.10881580293040406, 0.10165033008819978]",0
90,4.0,"[0.27232276241843506, 0.22687992435004822, 0.19472553174300092, 0.17069554564511052, 0.15201718476680212, 0.1370554085781003, 0.12477648662629255, 0.1144909290409363, 0.10571966722091732, 0.09811960387055721, 0.09143969525424266]",0
100,4.0,"[0.2534416972748678, 0.21013721833476864, 0.17971677007523743, 0.15710510705667177, 0.1395986028924605, 0.12561069140047434, 0.11414152215073932, 0.10452676127490773, 0.09630789822897856, 0.08916017826796838, 0.0828497694780286]",0
