MidPoint,Slope,resultList,LinerType
10,0.25,"[0.44135118448015626, 0.45918642863950804, 0.4786869098083969, 0.5001173345803929, 0.5238047408501616, 0.5501583899527323, 0.5796976400463387, 0.6130914470146264, 0.6512145775177243, 0.6952264865004361, 0.7466750375277624]",0
20,0.25,"[0.29439535450604193, 0.30954197979204573, 0.32642892416210295, 0.3453916906387404, 0.3668623086232907, 0.39140820340812926, 0.4197921068048341, 0.4530678968572254, 0.4927407066869601, 0.5410481711555087, 0.6014828868412692]",0
30,0.25,"[0.22277672271673776, 0.23557279754787502, 0.24998659638620713, 0.2663576516436613, 0.2851312574000947, 0.3069046035692798, 0.332500156779294, 0.36308766260189845, 0.40039819034405105, 0.44712547737532093, 0.5077440697784785]",0
40,0.25,"[0.1797167700752477, 0.19073796221863218, 0.20323597447256428, 0.21753763918926294, 0.2340765158424713, 0.253441697274868, 0.2764568021260885, 0.3043140736822561, 0.33881579699195663, 0.38284232985893185, 0.4413511844801566]",0
50,0.25,"[0.1507968519459954, 0.16046409396228753, 0.17147739030153233, 0.18414701745138182, 0.19888754257819757, 0.21626722753939837, 0.23708897554903585, 0.2625296791830418, 0.29439535450604193, 0.3356264678330046, 0.39140820340812926]",0
60,0.25,"[0.12995269859911815, 0.13857005744907122, 0.14841460834317402, 0.15978069472261053, 0.1730631567491748, 0.18880613127144016, 0.20778395148406625, 0.2311420520826172, 0.2606582682712718, 0.2992684463195121, 0.35224514149531344]",0
70,0.25,"[0.11414152214936019, 0.12194071423423819, 0.13085705078622833, 0.14117047270120175, 0.15325765174120293, 0.16763936334697105, 0.18505996320977522, 0.2066274852214917, 0.23407651584247113, 0.27030368763850293, 0.32058755713310555]",0
80,0.25,"[0.1016503300881439, 0.10881580293066989, 0.1169956723439022, 0.126455972232321, 0.13755659292554026, 0.1507968519460755, 0.16689262292447157, 0.18691387437136497, 0.21254588501929025, 0.24662774427828357, 0.29439535450604193]",0
90,0.25,"[0.09143969525485796, 0.09811960387114987, 0.1057196672209666, 0.11449092904095862, 0.12477648662619045, 0.13705540857809242, 0.15201718476677675, 0.17069554564510955, 0.19472553174300092, 0.2268799243500484, 0.27232276241843506]",0
100,0.25,"[0.08284976947840939, 0.08916017826817033, 0.09630789822905834, 0.10452676127518722, 0.11414152215092699, 0.1256106914005124, 0.13959860289250514, 0.15710510705667513, 0.17971677007523743, 0.21013721833476834, 0.2534416972748678]",0
