MidPoint,Slope,resultList,LinerType
10,2.0,"[0.8344610387662691, 0.8164109990107193, 0.7983365022959943, 0.7803148698569785, 0.7624225781219254, 0.7447328011946109, 0.7273131977120907, 0.7102241189521327, 0.6935173522059973, 0.6772354393407317, 0.6614115411903173]",0
20,2.0,"[0.6614115411903173, 0.6312258505157948, 0.6030582918071417, 0.5769043945078709, 0.5526898276440636, 0.5302986674424064, 0.5095946237162137, 0.49043541652596867, 0.4726816846907885, 0.45620199279277085, 0.4408752593263855]",0
30,2.0,"[0.5302986674424064, 0.49983076816725763, 0.47268168469078814, 0.44840163916814496, 0.4265915818488533, 0.40690847127987245, 0.38906189690933024, 0.37280756546493476, 0.3579402359722532, 0.3442871836169982, 0.33170255342713184]",0
40,2.0,"[0.4408752593263855, 0.41325212448408555, 0.3890618969093301, 0.3677068180372958, 0.3487127820682257, 0.33170255342713184, 0.3163739297219451, 0.30248278318253796, 0.2898301373162694, 0.27825236887549853, 0.2676137658439395]",0
50,2.0,"[0.3780621575956973, 0.3532620052897315, 0.33170255342713184, 0.3127748387770033, 0.29601260563004494, 0.2810538813048153, 0.26761376584393937, 0.25546507976126775, 0.24442446219728603, 0.2343422602186661, 0.2250950783395252]",0
60,2.0,"[0.33170255342713184, 0.30926203805572255, 0.2898301373162692, 0.27282322868079856, 0.25780084428292843, 0.24442446219728603, 0.2324295765834652, 0.22160641375239365, 0.2117863646048738, 0.20283226420932457, 0.19463130799995385]",0
70,2.0,"[0.29601260563004494, 0.27550944657741155, 0.25780084428292827, 0.24233563533594735, 0.2287007307854021, 0.21658021615209322, 0.20572814828325892, 0.19595001459576142, 0.18708980723712154, 0.17902082390831273, 0.17163899747544975]",0
80,2.0,"[0.2676137658439395, 0.2487179768119142, 0.23242957658346536, 0.21822895018726596, 0.20572814828325825, 0.19463130799995224, 0.18470857373480268, 0.1757784372947085, 0.16769548398834155, 0.16034170353196783, 0.15362020915279345]",0
90,2.0,"[0.24442446219728586, 0.2268829034868835, 0.21178636460487335, 0.19864389514882713, 0.18708980723711655, 0.17684568531197495, 0.16769548398833883, 0.15946872967139572, 0.15202890105768535, 0.14526521387914088, 0.13908669986304167]",0
100,2.0,"[0.2250950783395252, 0.20871146285476075, 0.1946313079999513, 0.18238920357689853, 0.1716389974754496, 0.1621173999929296, 0.1536202091528596, 0.14598632067878195, 0.13908669986324507, 0.13281660776523696, 0.12709001524584723]",0
