MidPoint,Slope,resultList,LinerType
10,2.0,"[0.9681720032560038, 0.9655374467591986, 0.9626946006805857, 0.9596373334448546, 0.956359017387096, 0.9528524773842472, 0.9491099320375619, 0.9451229260730404, 0.9408822523351482, 0.9363778613816434, 0.9315987562208355]",0.0
20,2.0,"[0.9315987562208355, 0.9271817036933392, 0.9218529207452713, 0.9155549544002353, 0.9082193190123158, 0.8997637443600889, 0.8900884111048772, 0.8790706879414115, 0.8665575825805725, 0.852354577097594, 0.8362084970569076]",0.0
30,2.0,"[0.8885984273399055, 0.8835948089270637, 0.8763006619452052, 0.8664835033613048, 0.8538277128960224, 0.837894865256617, 0.8180536053035771, 0.7933451226354553, 0.7621936864524788, 0.7216670431897063, 0.6649454352126598]",0.0
40,2.0,"[0.8362084970569076, 0.8324735682158272, 0.824035106453511, 0.8102092375493891, 0.7898739714884343, 0.761071596126401, 0.719908111873923, 0.6561657351013982, 0.2503301076463955, 0.07559444708139086, 0.10228369481228902]",0.02668924773089816
50,2.0,"[0.7681691348056756, 0.7691628259878179, 0.761071596126401, 0.742142838275861, 0.7083797902704884, 0.6484883704768419, 0.0018556765736648213, 0.0020418481959180476, 0.0026256261715325363, 0.009402077148598118, 0.06987127596966752]",-0.00099369118214232
60,2.0,"[0.6649454352126605, 0.6806909738326961, 0.6766914456080473, 0.6486094909939963, 0.5698131210477397, 0.001115444517146442, 0.0010232016577958539, 0.0010682631136133018, 0.0013597686137010985, 0.0027546542284639956, 0.05233191248927034]",-0.015745538620035582
70,2.0,"[0.14027220743649457, 0.0026747635168376067, 0.0013603449656560394, 0.0009878345632742243, 0.000771859918607689, 0.0006402617329504778, 0.0005976387734270308, 0.0006378894136037871, 0.0008173298899622764, 0.0015722720084352991, 0.040465639140681756]",0.03986800036725473
80,2.0,"[0.10228369481238805, 0.0017642407934904327, 0.0008859692608406296, 0.0006146844616681677, 0.0004749048593279254, 0.00040662729891684376, 0.0003901542956161458, 0.0004236468568297861, 0.000545887709393024, 0.0010239021088182725, 0.0319530504769274]",0.03156289618131125
90,2.0,"[0.0828471546626433, 0.001157309600326315, 0.0005797710630709876, 0.0004045390726411621, 0.0003203244707354476, 0.00028166331315781774, 0.000275449840855994, 0.00030261203993201013, 0.00039151990123223424, 0.0007236699222666364, 0.025739527278313717]",0.025464077437457724
100,2.0,"[0.06987127596915817, 0.0008045372552837323, 0.0004066272989145963, 0.00028680042537423055, 0.00023151586393974598, 0.0002073551812502506, 0.00020545849369991618, 0.00022756007871466692, 0.0002952820550522551, 0.0005407251834234682, 0.02114620137347928]",0.020940742879779362
