MidPoint,Slope,resultList,LinerType
10,0.25,"[0.872385904379804, 0.8860791904535241, 0.8987551534775758, 0.9105262481688844, 0.9214848569962273, 0.9317080034208228, 0.9412607314677591, 0.9501985852645924, 0.9585694649378019, 0.9664150403066041, 0.9737718445975588]",0.0
20,0.25,"[0.4526354541439781, 0.656588450328124, 0.7267844950443508, 0.7759365513593853, 0.8141941705389677, 0.8454368845552642, 0.8716430186116855, 0.8939854707781012, 0.9132287872140964, 0.9299051848075267, 0.9444035257737016]",0.0
30,0.25,"[0.06987127596915817, 0.0572672125496438, 0.028157912941139722, 0.005928333525592905, 0.6046169472129423, 0.7186126780678744, 0.7827231692668815, 0.8281147333470479, 0.8625989332357881, 0.8896134301646421, 0.911044533523653]",0.06394294244356526
40,0.25,"[0.0439771655762611, 0.011007127331599, 0.0024166180613960494, 0.0018455924780036684, 0.001774163208916748, 0.0019666185916394543, 0.6414567677096821, 0.7451340858474834, 0.8042277067830494, 0.8441698678229945, 0.872385904379804]",0.04220300236734435
50,0.25,"[0.029665085171667663, 0.002315553243804718, 0.0011217279384090754, 0.0008702049760293062, 0.0008197839253433001, 0.0008969266443214646, 0.0011489624722587112, 0.615101629677679, 0.73284845084583, 0.7911239674745666, 0.8262130138984518]",0.028845301246324364
60,0.25,"[0.021146201372272414, 0.0012395005280294957, 0.0006525216382507339, 0.0005062939336727709, 0.00046788388570280975, 0.0004936880854259426, 0.0006017067253418759, 0.0008914638689235022, 0.6312121419504507, 0.7251692414186666, 0.7681691348056756]",0.020678317486569606
70,0.25,"[0.015867862278808428, 0.0007925068065816512, 0.00042967104749309546, 0.00033276711420759166, 0.0003036371720339909, 0.00031287309167259044, 0.00036610250111700346, 0.000510908741058171, 0.0009089721803435995, 0.6286333515201548, 0.686814644825945]",0.015564225106774437
80,0.25,"[0.012434805921397235, 0.0005554107487551574, 0.0003056949888961687, 0.00023629530486762407, 0.00021377028513001314, 0.00021686550372620336, 0.00024704561577354196, 0.0003286409537287411, 0.0005584528530123359, 0.001307238995025049, 0.4526354542251906]",0.012221035636267221
90,0.25,"[0.01009099341705691, 0.0004129584785359644, 0.00022927877315021198, 0.00017693203899389002, 0.0001591057362122183, 0.00015968917758291763, 0.0001786275166213534, 0.00023002565935524582, 0.00036996337847583044, 0.0008650899568512399, 0.11716145144142114]",0.009931887680844692
100,0.25,"[0.008419974286560484, 0.0003200858157595884, 0.0001786799784194565, 0.0001376949662988354, 0.0001232806536034119, 0.0001227872036315971, 0.00013558799849086782, 0.0001706785382918241, 0.00026382529302134013, 0.00059439550188199, 0.09470711661761344]",0.008297187082928887
