MidPoint,Slope,resultList,LinerType
10,0.25,"[0.4413511844801566, 0.46254930190388654, 0.4869187359712385, 0.5151806670897768, 0.5482967715890773, 0.5875807753758632, 0.6348744429869166, 0.6928220783885798, 0.7652510989367917, 0.8573712553730027, 0.9736921014497466]",0.0
20,0.25,"[0.29439535450604176, 0.30824097304992343, 0.3252890883295177, 0.3465639430180958, 0.3735148947762416, 0.4082593585865894, 0.45403485580914726, 0.5161197631732756, 0.6038952165103264, 0.7357142053381922, 0.9442237799743148]",0.0
30,0.25,"[0.2227767227167405, 0.22910908062412985, 0.23765190604191996, 0.24952007875456975, 0.26649905630538057, 0.29143367327871605, 0.32880860099735343, 0.3858367020983113, 0.4754457300912301, 0.6262261106131688, 0.9107355551429056]",0.0
40,0.25,"[0.17971677007531658, 0.1786728331140631, 0.17722127061463855, 0.17487553692432348, 0.01622072351561039, 0.012515627947043435, 0.012664350942510392, 0.01595587242494885, 0.34105389367472544, 0.515619117574156, 0.8719023232983719]",0.16720114212827314
50,0.25,"[0.15079685194628403, 0.1419646548217662, 0.09073481696601134, 0.006903167330078592, 0.004967279852180308, 0.004451870578928992, 0.004650114577338529, 0.005725631768457432, 0.0090972527601018, 0.02406505354505424, 0.8254761849768686]",0.14634498136735505
60,0.25,"[0.129952698600465, 0.11062484521200962, 0.005743115364774816, 0.0032613210418153344, 0.0025668896796638857, 0.0023716752527595465, 0.002483105718823008, 0.002989685954640214, 0.004492762003521951, 0.011392162117152146, 0.7670148928491777]",0.12758102334770544
70,0.25,"[0.11414152215399823, 0.02809809502071129, 0.003085004412105942, 0.0019665753735047162, 0.001605911175457977, 0.0015035467336230136, 0.001573441488974062, 0.0018674827323802413, 0.0027042067305201815, 0.006338965239566284, 0.6847371728874494]",0.11263797542037521
80,0.25,"[0.1016503301017689, 0.005957882224904964, 0.001985630070002152, 0.0013374907594636907, 0.0011141444493500022, 0.0010507101896953073, 0.0010987564112374104, 0.001292068122664397, 0.0018261843704615976, 0.004022279669346263, 0.2906065486767698]",0.10059961991207358
90,0.25,"[0.0914396952844552, 0.0035392256350764064, 0.0014061240106496419, 0.0009780704151975492, 0.0008247898429191866, 0.0007813400447710179, 0.0008165784073421186, 0.00095427803687333, 0.0013268009726325506, 0.0027925749510578496, 0.11639649214212436]",0.09065835523968419
100,0.25,"[0.0828497695354266, 0.0024250131089070446, 0.0010573036090742827, 0.0007508852955336788, 0.000638414799386124, 0.0006066216944082049, 0.0006336959291241346, 0.0007373318580849944, 0.0010133918443883199, 0.002063366657110074, 0.09421278766305703]",0.0822431478410184
10,0.5,"[0.5596213507581559, 0.5806377615956599, 0.6042238555119973, 0.6308405763351627, 0.6610602541879633, 0.6955968494195749, 0.7353384323626789, 0.7813665841653873, 0.8349114810087686, 0.8970920345121127, 0.9680741025751451]",0.0
20,0.5,"[0.40039819034405105, 0.41653541047626974, 0.43584309274893374, 0.45918401905525663, 0.48772578140895523, 0.5230848105783341, 0.5675638484710069, 0.6245541339492986, 0.6991906165271492, 0.7990387090452804, 0.9313715069911466]",0.0
30,0.5,"[0.3149626828824773, 0.3241247403774391, 0.3359176475785205, 0.3514093094495466, 0.3721851255521334, 0.40060973694138885, 0.44023253519024313, 0.4965034669864369, 0.5782871941511114, 0.701181223283773, 0.8881916752868183]",0.0
40,0.5,"[0.260658268271272, 0.2623364455846601, 0.2648019294287746, 0.2686580409627626, 0.27519146073753703, 0.28736662428695137, 0.31195316405506607, 0.36096140818878986, 0.44814010668937576, 0.5927818315268789, 0.8355313739766219]",0.0
