MidPoint,Slope,resultList,LinerType
10,0.25,"[0.8784716818770194, 0.8914813062769403, 0.9035083091137294, 0.9146553572393833, 0.9250066760707941, 0.9346324849143127, 0.9435921631407503, 0.9519365632240746, 0.9597097341726417, 0.9669502275204792, 0.9736921014497466]",0.0
20,0.25,"[0.3051323986975358, 0.6788544907807078, 0.7434600517624669, 0.7890950732033973, 0.8247448387371087, 0.8538538332723705, 0.8781855625700257, 0.898791389802058, 0.916362465172962, 0.9313859351725189, 0.9442237799743148]",0.0
30,0.25,"[0.017641978047267422, 0.0068768991826204644, 0.0017688442830857186, 0.00137771499605098, 0.6398673301716045, 0.7387628096117954, 0.7967396604096472, 0.8378744319145823, 0.8687857327096596, 0.8924998875906083, 0.9107355551429056]",0.016264263051216442
40,0.25,"[0.009518885230569476, 0.0011958710656910312, 0.0006334954671848173, 0.0005264470372517059, 0.0005280181953561284, 0.0005985198213695997, 0.6749915923114395, 0.7634820418817762, 0.8150256103577135, 0.8490364644449782, 0.8719023232983719]",0.00899243819331777
50,0.25,"[0.006092671721395881, 0.0005560964825639908, 0.0003203138391018712, 0.0002600655733960885, 0.00025149256600274817, 0.00028149775868829477, 0.00036736314633473534, 0.6569821721403017, 0.7512338600881471, 0.7988192236342944, 0.8254761849768686]",0.005841179155393133
60,0.25,"[0.004359546335491107, 0.00033476508864063595, 0.00019339027085556559, 0.000154518426213299, 0.00014541358496580236, 0.0001561033745944992, 0.00019459099436737402, 0.0002940319722937853, 0.6670333646294343, 0.7373618270628599, 0.7670148928491777]",0.004214132750525305
70,0.25,"[0.0033516722756705255, 0.00022513072986281516, 0.00012980862187094523, 0.000102645963384002, 9.494467323594389e-05, 9.916209723515019e-05, 0.00011816331730830984, 0.00016990649162498472, 0.0003020121895697856, 0.6514701731712512, 0.6847371728874494]",0.0032567276024345814
80,0.25,"[0.0027047142209949515, 0.000162313902042836, 9.338054821970192e-05, 7.332384354922564e-05, 6.705232519452302e-05, 6.8776779091648e-05, 7.95267460432043e-05, 0.00010842054228158006, 0.0001897220567721573, 0.000427038829620814, 0.2906065487626844]",0.0026376618958004285
90,0.25,"[0.0022588262185783093, 0.0001228276533282829, 7.05215373866463e-05, 5.509995079077559e-05, 4.998896129487891e-05, 5.064091809919985e-05, 5.7367471815841965e-05, 7.538616125144519e-05, 0.00012435621613664745, 0.0002844584510249998, 0.1163964921420452]",0.0022088372572834306
100,0.25,"[0.0019348532036089449, 9.632343978481117e-05, 5.520819689297221e-05, 4.297781353042172e-05, 3.876802412219096e-05, 3.892475482192078e-05, 4.345727164196628e-05, 5.565549717197968e-05, 8.782199228280491e-05, 0.00019457251841323325, 0.0942127876627278]",0.0018960851794867538
10,0.5,"[0.9346273282479647, 0.9391665982322128, 0.9434174723147146, 0.9473897646057513, 0.9510924816636407, 0.9545339292435783, 0.9577218028229442, 0.9606632644874042, 0.9633650082679589, 0.9658333156371269, 0.9680741025751451]",0.0
20,0.5,"[0.844371621136154, 0.8598067500808141, 0.8733119577211931, 0.8851189649380068, 0.8954042633412198, 0.9043062776879471, 0.9119363971671401, 0.9183863187158032, 0.9237330600411385, 0.92804243864016, 0.9313715069911466]",0.0
30,0.5,"[0.6854611578439854, 0.7386611433946072, 0.7766636462907696, 0.8058098848700281, 0.8287610329003904, 0.8469310101332618, 0.8611780608396262, 0.8720719577447554, 0.8800166415304864, 0.8853127671757397, 0.8881916752868183]",0.0
40,0.5,"[0.02812716201933078, 0.0057348530752696645, 0.5534910960262527, 0.6839892564316783, 0.740677287115414, 0.7775466111492866, 0.8028627011088381, 0.8199172694250151, 0.8304246950321762, 0.8354106694080318, 0.8355313739766219]",0.022392308944061117
50,0.5,"[0.017641978047267422, 0.0013107534309288072, 0.0007418244631046579, 0.0006154105723927445, 0.5611911078687482, 0.681950441754095, 0.7313717744710089, 0.758460802676009, 0.7715473806823412, 0.7739033654925208, 0.7670148928491777]",-0.006888472643343135
60,0.5,"[0.011894551807957246, 0.0006970222475820659, 0.00040086360049011363, 0.0003304728162909182, 0.00032649139703885317, 0.00035881998718864406, 0.62716701180081, 0.6788942765954199, 0.6949594801290121, 0.688894510218033, 0.6624974806380088]",-0.03246199949100326
70,0.5,"[0.008606003553700569, 0.0004308692667411617, 0.0002468957523628903, 0.00019951690506440364, 0.00019184093010052127, 0.00021115024842375326, 0.00025918265069350353, 0.5125923773994733, 0.5525882810632263, 0.0011149513235060825, 0.13905969691400497]",-0.41352858414922133
80,0.5,"[0.00659131041392865, 0.0002927709575393059, 0.0001671721613960281, 0.00013319625092223297, 0.00012521320277099018, 0.00013348685210457515, 0.00015994356420830723, 0.00020825834892201187, 0.0002927314515824264, 0.0005712693864595657, 0.1017119346022881]",0.00646609721115766
90,0.5,"[0.005272537266010939, 0.00021226098051532668, 0.00012088136453484222, 9.539191513210743e-05, 8.829576882691434e-05, 9.197429838081653e-05, 0.0001068000379135225, 0.0001358259504633655, 0.00019081044448175741, 0.00037269250849449937, 0.08245070464153328]",0.005184241497184025
100,0.5,"[0.004359546335491107, 0.00016122473573403794, 9.163794680179173e-05, 7.182981267088766e-05, 6.577178658763426e-05, 6.741984778965156e-05, 7.657019247267375e-05, 9.538694093974803e-05, 0.0001330361547707176, 0.00025813085522546556, 0.06955417586000735]",0.004293774548903472
10,1.0,"[0.9584359124428965, 0.959053794143793, 0.9594900401598185, 0.9597447707191427, 0.9598180189239208, 0.9597097341726417, 0.9594197839669866, 0.9589479541044875, 0.9582939472562856, 0.9574573799274775, 0.9564377777954748]",-0.0013821064810243255
20,1.0,"[0.9082031378002648, 0.9115262761484908, 0.9139967427839617, 0.9156232560244613, 0.9164110877367465, 0.916362465172962, 0.9154767924674777, 0.9137506996448574, 0.9111779210162139, 0.9077489994349289, 0.903450806815468]",-0.008207949936481662
30,1.0,"[0.844371621136154, 0.8540021033264437, 0.861164180084338, 0.8659747545204112, 0.8685038767769037, 0.8687857327096596, 0.8668243125455705, 0.8625948128640583, 0.8560410356531725, 0.8470684003777845, 0.8355313739766219]",-0.024414111573505592
40,1.0,"[0.7541951804953113, 0.7788097204910687, 0.7962586147849705, 0.807755284887625, 0.8139162064846851, 0.8150256103577135, 0.8111406752162265, 0.8021162917041063, 0.7875656974019019, 0.7667350480178018, 0.7382028913512035]",-0.06083042986240217
