a1,a2,growth
3.48046875,0.0,0.37952770076623754
3.48046875,0.10546875,0.37307980236267085
3.48046875,0.2109375,0.3668623086232907
3.48046875,0.31640625,0.3608624506653505
3.48046875,0.421875,0.35506842071494904
3.48046875,0.52734375,0.3494692810721224
3.48046875,0.6328125,0.3440548834012112
3.48046875,0.73828125,0.33881579699195663
3.48046875,0.84375,0.3337432448371469
3.48046875,0.94921875,0.328829046540211
3.48046875,1.0546875,0.324065567206827
3.48046875,1.16015625,0.319445671593046
3.48046875,1.265625,0.3149626828824774
3.48046875,1.37109375,0.3106103455498773
3.48046875,1.4765625,0.30638279184052486
3.48046875,1.58203125,0.30227451145620293
3.48046875,1.6875,0.29828032409111166
3.48046875,1.79296875,0.29439535450604193
3.48046875,1.8984375,0.29061500986783095
3.48046875,2.00390625,0.2869349591144621
3.48046875,2.109375,0.28335111413495284
3.48046875,2.21484375,0.27985961257813746
3.48046875,2.3203125,0.2764568021260885
3.48046875,2.42578125,0.27313922608674673
3.48046875,2.53125,0.269903610176779
3.48046875,2.63671875,0.2667468503800122
3.48046875,2.7421875,0.263666001779371
3.48046875,2.84765625,0.260658268271272
3.48046875,2.953125,0.257720993081129
3.48046875,3.05859375,0.2548516500071584
3.48046875,3.1640625,0.25204783532721103
3.48046875,3.26953125,0.2493072603100395
3.48046875,3.375,0.2466277442782834
3.48046875,3.48046875,0.24400720817572438
3.48046875,3.5859375,0.2414436685959937
3.48046875,3.69140625,0.23893523223407517
3.48046875,3.796875,0.23648009072562923
3.48046875,3.90234375,0.23407651584247097
3.48046875,4.0078125,0.23172285501548318
3.48046875,4.11328125,0.2294175271588826
3.48046875,4.21875,0.22715901877214156
3.48046875,4.32421875,0.22494588029797494
3.48046875,4.4296875,0.22277672271673699
3.48046875,4.53515625,0.22065021435928678
3.48046875,4.640625,0.21856507792192978
3.48046875,4.74609375,0.21652008766846606
3.48046875,4.8515625,0.2145140668056192
3.48046875,4.95703125,0.21254588501929042
3.48046875,5.0625,0.21061445616010596
3.48046875,5.16796875,0.20871873606768473
3.48046875,5.2734375,0.20685772052389284
3.48046875,5.37890625,0.20503044332615317
3.48046875,5.484375,0.20323597447256223
3.48046875,5.58984375,0.20147341845123085
3.48046875,5.6953125,0.19974191262685329
3.48046875,5.80078125,0.19804062571803344
3.48046875,5.90625,0.19636875635939977
3.48046875,6.01171875,0.19472553174300208
3.48046875,6.1171875,0.19311020633385106
3.48046875,6.22265625,0.1915220606549033
3.48046875,6.328125,0.18996040013707347
3.48046875,6.43359375,0.1884245540302249
3.48046875,6.5390625,0.18691387437136434
3.48046875,6.64453125,0.1854277350065008
3.48046875,6.75,0.18396553066293683
3.48046875,6.85546875,0.18252667606896888
3.48046875,6.9609375,0.18111060511810595
3.48046875,7.06640625,0.17971677007524273
3.48046875,7.171875,0.1783446408223331
3.48046875,7.27734375,0.17699370414117277
3.48046875,7.3828125,0.17566346303132283
3.48046875,7.48828125,0.17435343606098722
3.48046875,7.59375,0.173063156749169
3.48046875,7.69921875,0.17179217297721097
3.48046875,7.8046875,0.17054004642812645
3.48046875,7.91015625,0.16930635205224415
3.48046875,8.015625,0.16809067755772822
3.48046875,8.12109375,0.1668926229244862
3.48046875,8.2265625,0.1657117999404064
3.48046875,8.33203125,0.1645478317586876
3.48046875,8.4375,0.16340035247500365
3.48046875,8.54296875,0.1622690067236428
3.48046875,8.6484375,0.16115344929153955
3.48046875,8.75390625,0.16005334474938088
3.48046875,8.859375,0.1589683670987133
3.48046875,8.96484375,0.15789819943445946
3.48046875,9.0703125,0.15684253362203152
3.48046875,9.17578125,0.15580106998801413
3.48046875,9.28125,0.15477351702436146
3.48046875,9.38671875,0.1537595911047201
3.48046875,9.4921875,0.15275901621276222
3.48046875,9.59765625,0.15177152368200023
3.48046875,9.703125,0.15079685194604917
3.48046875,9.80859375,0.14983474629942134
3.48046875,9.9140625,0.14888495866781928
3.48046875,10.01953125,0.14794724738779638
3.48046875,10.125,0.14702137699561338
3.48046875,10.23046875,0.14610711802398949
3.48046875,10.3359375,0.14520424680725272
3.48046875,10.44140625,0.14431254529433438
3.48046875,10.546875,0.1434318008685053
