MidPoint,Slope,resultList,LinerType
10,2.0,"[0.9695852491461596, 0.9663223521335399, 0.9630148781441306, 0.9596615896918377, 0.9562611918865429, 0.9528123286079969, 0.9493135783445853, 0.9457634496603293, 0.9421603762486992, 0.9385027115262119, 0.9347887227123535]",0
20,2.0,"[0.9347887227123535, 0.9271843710905188, 0.9193314716376834, 0.9112123052299742, 0.9028069572531584, 0.8940929143471329, 0.8850445604483222, 0.8756325395646425, 0.8658229394876618, 0.8555762307978683, 0.8448458650285241]",0
30,2.0,"[0.8940929143471329, 0.8803860100625027, 0.8658229394876618, 0.8502747359532569, 0.8335763877526678, 0.8155108598750176, 0.7957826539890647, 0.7739710744624159, 0.7494401310267803, 0.7211426310057317, 0.6871099228359748]",0
40,2.0,"[0.8448458650285241, 0.8217008441473455, 0.7957826539890647, 0.7661366688019374, 0.7310864168312643, 0.6871099228359765, 0.623337962629247, 0.03909620128883481, 0.03464242004721345, 0.031235155075890492, 0.028247813405196196]",0
50,2.0,"[0.7815064510891553, 0.7404963907111644, 0.6871099228359748, 0.5994622472904889, 0.036573478494174166, 0.032043150395051956, 0.028247813402605078, 0.024993289726851615, 0.02219533634682906, 0.019790565371174244, 0.017724212709922766]",0
60,2.0,"[0.6871099228359748, 0.5652003662858753, 0.03464242004729773, 0.029694925833280258, 0.025605413139537774, 0.022195336341356592, 0.01935186462562645, 0.016981301666421516, 0.015002140477993793, 0.013344433929449324, 0.011949546421909964]",0
70,2.0,"[0.03657347874005206, 0.030452863822990367, 0.02560541313994809, 0.02168477436015131, 0.01851339411035151, 0.015947438479088725, 0.013865130761747274, 0.012165942645783202, 0.010769265303734767, 0.009611733870061732, 0.008644067638221703]",0
80,2.0,"[0.028247813405639262, 0.023264037726260088, 0.01935186462415728, 0.01628178432070897, 0.013865130762325503, 0.011949546419534602, 0.010416531490311109, 0.00917622094361957, 0.008161288070459904, 0.007321434178314739, 0.006618966377081729]",0
90,2.0,"[0.022195336348377212, 0.018112834262839633, 0.01500214047879018, 0.012617380957328395, 0.01076926530176715, 0.009317737902599967, 0.008161288069596734, 0.007226772919192075, 0.006461318826147809, 0.00582638291928854, 0.005293556229888346]",0
100,2.0,"[0.017724212707188138, 0.014416976965501493, 0.011949546419252392, 0.010081982093270374, 0.008644067637219515, 0.0075172257928776, 0.006618966376360467, 0.0058914404427778035, 0.005293556231687728, 0.004795686313201798, 0.004376134677100575]",0
