MidPoint,Slope,resultList,LinerType
10,0.25,"[0.8788122764797739, 0.8903649867005597, 0.901376704267328, 0.9118995423599691, 0.9219777732332649, 0.9316493926462183, 0.9409473041117712, 0.9499002301573052, 0.9585334237998612, 0.9668692313122114, 0.9749275426047326]",0
20,0.25,"[0.5061726804869325, 0.664250398289956, 0.7245213874769, 0.7687831814452709, 0.8047792826019456, 0.8354947490501515, 0.8624580761261789, 0.8865770298036602, 0.9084433744688263, 0.928468573676688, 0.9469526296896316]",0
30,0.25,"[0.017724212707188138, 0.020947376394523518, 0.02499328972619922, 0.030070924782743504, 0.036573478495756026, 0.6511855590728387, 0.740496390711164, 0.7992019851980805, 0.8448458650285238, 0.8827268886699571, 0.9153063607104389]",0
40,0.25,"[0.009561690029341778, 0.011270037651540646, 0.013514666734618052, 0.016510306933198715, 0.020551980190057793, 0.02602388862377227, 0.03345188784222742, 0.6365680489908395, 0.7551709034157381, 0.825731406687389, 0.8788122764797739]",0
50,0.25,"[0.006117792964897483, 0.007118950394230604, 0.008437261124393207, 0.010219244226205211, 0.012695130074582252, 0.01622536324092803, 0.02135289707910078, 0.02883996755126834, 0.5061726805115233, 0.7479794397612424, 0.8354947490501511]",0
60,0.25,"[0.004376134677100575, 0.005033629074149014, 0.005891440443459896, 0.0070436089958350965, 0.00864406763735452, 0.0109528383986069, 0.01441697696515555, 0.019790565369432654, 0.028247813402666404, 0.5994622472904876, 0.7815064510891553]",0
70,0.25,"[0.003363607100859327, 0.0038340513630575374, 0.00444136193357277, 0.005248590939064635, 0.006359801388274861, 0.007954896551550142, 0.010359542887771743, 0.014183119560654019, 0.020551980189116442, 0.031367995012118004, 0.7069022123024271]",0
80,0.25,"[0.002713840061692149, 0.0030718419780633318, 0.00352959713896382, 0.004131800013885104, 0.0049520027773112376, 0.006117792963837985, 0.007863967892670954, 0.010649591572018582, 0.015411892052611703, 0.024013280126251004, 0.5061726804869325]",0
90,0.25,"[0.0022661192303786016, 0.002551073861649542, 0.002912460741621677, 0.003383557716377094, 0.004018768036810766, 0.004912073991416263, 0.006236750304475399, 0.00833693077423173, 0.011949546419578589, 0.018718269850227776, 0.032043150397286696]",0
100,0.25,"[0.0019408767434592907, 0.0021754422123860186, 0.0024708776666119915, 0.002852980938520196, 0.0033636070996306304, 0.004074567699741977, 0.00511769474370779, 0.006755499562823399, 0.009561690026981505, 0.014902203398300557, 0.026023888624800304]",0
