dose,$Gly$,$Gly_{CAA}$,$Gly_{RDM}$
0.528,0.029192089155497786,0.03371029553256719,0.047831256279932816
0.534,0.028337085439019184,0.03299819613938598,0.04704242720963201
0.54,0.027531138543850295,0.03231402275166017,0.046278890218008024
0.546,0.026769950351099994,0.03165618782630257,0.0455394556082844
0.552,0.026049734534179837,0.031023222537543898,0.04482300701709706
0.558,0.025367139929285444,0.03041376538571364,0.044128495857959416
0.5640000000000001,0.024719188008244734,0.02982655252597023,0.04345493623021522
0.5700000000000001,0.02410321967672283,0.029260409101987565,0.042801400300922054
0.5760000000000001,0.023516852851998043,0.028714241498633178,0.04216701419901298
0.582,0.022957945309439638,0.028187030517043313,0.0415509537173616
0.588,0.022424564538190358,0.02767782491588579,0.04095244157347817
0.594,0.021914961782126204,0.02718573584842422,0.040370743264906785
0.6,0.02142754958575797,0.026709931916145235,0.039805164953284886
