dose1,dose2,single,double
0.0,0.0,1.2091638228301054,1.2091638228301005
0.5859375,0.29296875,1.195168036587555,1.195273371391155
1.171875,0.5859375,1.180996996826227,1.1814182528590882
1.7578125,0.87890625,1.166651438727723,1.1675989041363406
2.34375,1.171875,1.1521323504414487,1.153815770817501
2.9296875,1.46484375,1.1374409901493778,1.140069307419836
3.515625,1.7578125,1.1225789039601233,1.1263599776211257
4.1015625,2.05078125,1.10754794465443,1.1126882545050467
4.6875,2.34375,1.0923502913008474,1.0990546208144367
5.2734375,2.63671875,1.0769884697553729,1.0854595692125888
5.859375,2.9296875,1.0614653740526225,1.0719036025529494
6.4453125,3.22265625,1.0457842886876165,1.0583872341574705
7.03125,3.515625,1.0299489117767116,1.0449109881038883
7.6171875,3.80859375,1.0139633790724951,1.0314753995222634
8.203125,4.1015625,0.9978322887906722,1.0180810149010613
8.7890625,4.39453125,0.9815607271858807,1.0047283924031083
9.375,4.6875,0.9651542947879203,0.9914181021917267
9.9609375,4.98046875,0.9486191331786138,0.9781507267674008
10.546875,5.2734375,0.9319619521523287,0.9649268613152927
11.1328125,5.56640625,0.9151900570587387,0.951747114063963
11.71875,5.859375,0.898311376074221,0.9386121066555995
12.3046875,6.15234375,0.8813344870872037,0.9255224745282267
12.890625,6.4453125,0.8642686438126255,0.912478867310074
13.4765625,6.73828125,0.8471238006706745,0.899481949226622
14.0625,7.03125,0.8299106358750352,0.8865323995206117
14.6484375,7.32421875,0.8126405720765515,0.8736309128853547
15.234375,7.6171875,0.7953257938004837,0.8607781999117817
15.8203125,7.91015625,0.7779792608011065,0.8479749875495076
16.40625,8.203125,0.7606147163397073,0.8352220195823078
16.9921875,8.49609375,0.7432466892750834,0.8225200571183029
17.578125,8.7890625,0.7258904887457946,0.8098698790952388
18.1640625,9.08203125,0.7085621901282754,0.7972722828010963
18.75,9.375,0.6912786108845942,0.7847280844103869
19.3359375,9.66796875,0.6740572748796841,0.7722381195363719
19.921875,9.9609375,0.6569163637638593,0.7598032437994139
20.5078125,10.25390625,0.639874654097301,0.7474243334117192
21.09375,10.546875,0.6229514390536357,0.7351022857785566
21.6796875,10.83984375,0.6061664337941366,0.7228380201161274
