doses,$Gly$,$Gly_{CAA}$,$Gly_{RDM}$
0.0,1.0,0.9999999999999999,0.9999999999999994
0.012,0.9983650162524357,0.9974461068484252,0.9947396870720677
0.024,0.996719000429151,0.9948621543381436,0.989337697644482
0.036000000000000004,0.9950618097581594,0.992247560607342,0.9837894924803938
0.048,0.9933932984612711,0.9896017261354132,0.9780903718129045
0.06,0.9917133176642831,0.9869240329698712,0.972235469132747
0.07200000000000001,0.9900217153036812,0.9842138439088003,0.9662197448345373
0.084,0.9883183360296887,0.9814705016356866,0.9600379797754303
0.096,0.9866030211054865,0.9786933278032098,0.9536847688212692
0.108,0.9848756083024177,0.9758816220622847,0.9471545144825461
0.12,0.9831359317909764,0.973034661032319,0.9404414207771185
0.132,0.981383822027377,0.9701516972082983,0.9335394875005215
0.14400000000000002,0.979619105635477,0.9672319577999255,0.926442505140159
0.156,0.9778416052838289,0.9642746434976096,0.9191440507394639
0.168,0.976051139557595,0.9612789271596148,0.9116374851057583
0.18,0.9742475228250838,0.9582439524141781,0.903915951865298
0.192,0.972430565098609,0.9551688321697974,0.8959723790059507
0.20400000000000001,0.9706000718893869,0.9520526470262615,0.8877994837184023
0.216,0.9687558440561488,0.9488944435782792,0.8793897815580248
0.228,0.9668976776471399,0.945693232602761,0.8707356012103346
0.24,0.965025363735139,0.9424479871199165,0.8618291064629666
0.252,0.9631386882451307,0.9391576403173589,0.8526623273773395
0.264,0.9612374317742138,0.9358210833252896,0.8432272031248914
0.276,0.959321369403324,0.932437162829586,0.833515639516532
0.28800000000000003,0.9573902705003079,0.9290046785082766,0.8235195849179903
0.3,0.9554438985138562,0.9255223802752769,0.8132311290101042
0.312,0.953482010757779,0.9219889653135338,0.8026426297130982
0.324,0.951504358185056,0.9184030748777813,0.7917468745195838
0.336,0.9495106851510688,0.9147632908448367,0.7805372834139899
0.34800000000000003,0.9475007291653798,0.9110681319868914,0.7690081613905636
0.36,0.9454742206313609,0.9073160499403835,0.7571550091434323
0.372,0.9434308825729503,0.9035054248398137,0.744974900519685
0.384,0.9413704303477496,0.8996345605821853,0.7324669344045975
0.396,0.9392925713456098,0.8957016796835521,0.7196327663026781
0.40800000000000003,0.9371970046718102,0.8917049176843802,0.7064772202932619
0.42,0.9350834208138494,0.8876423170549359,0.6930089744714866
0.432,0.9329515012908092,0.883511820545619,0.6792413016539667
0.444,0.9308009182841561,0.8793112639199337,0.6651928315401701
0.456,0.9286313342487764,0.8750383679994195,0.6508882809078148
0.468,0.9264424015029261,0.8706907299402309,0.6363590763463429
0.48,0.924233761795696,0.8662658136498557,0.6216437730536797
0.492,0.9220050458504562,0.8617609392394366,0.6067881593403024
0.504,0.9197558728826372,0.8571732713920308,0.5918449378580078
0.516,0.917485850090065,0.8524998065093655,0.576872899414204
0.528,0.9151945721139154,0.8477373584788743,0.5619355560357836
0.54,0.9128816204681922,0.8428825428783262,0.5470992638828478
0.552,0.9105465629354672,0.837931759406461,0.5324309144766726
0.5640000000000001,0.9081889529263885,0.8328811722938422,0.517995294424823
0.5760000000000001,0.9058083288003066,0.8277266884074796,0.5038522751227739
0.588,0.9034042131440573,0.822463932714248,0.4900541845955918
0.6,0.9009761120057483,0.8170882207100582,0.47664394123460113
0.612,0.8985235140800423,0.8115945273519044,0.4636544859028797
0.624,0.8960458898411655,0.8059774519456173,0.4511095856146148
0.636,0.8935426906194601,0.8002311783400176,0.43902549134251606
0.648,0.8910133476169506,0.794349429653755,0.42741266100542186
0.66,0.8884572708569215,0.7883254166090737,0.4162769478017321
0.672,0.8858738480620274,0.7821517783598478,0.4056200824108779
0.684,0.8832624434549164,0.7758205144705949,0.3954396408007841
0.6960000000000001,0.8806223964747242,0.7693229064170246,0.3857288349686086
0.708,0.8779530204021294,0.7626494266218989,0.3764764162775053
0.72,0.8752536008848864,0.7557896325928876,0.36766684448767367
0.732,0.8725233943549064,0.7487320431659241,0.3592807423506271
0.744,0.869761626326981,0.7414639931444182,0.35129557046608456
0.756,0.8669674895681768,0.7339714617171768,0.3436864242971138
0.768,0.8641401421256842,0.7262388688773129,0.3364268592030956
0.78,0.8612787051995415,0.7182488325736565,0.32948967163435267
0.792,0.85838226084507,0.7099818774040416,0.32284759119537226
0.804,0.8554498494880926,0.701416083174818,0.3164738613526347
0.8160000000000001,0.8524804672339641,0.6925266584354202,0.31034270391643143
0.8280000000000001,0.849473062949158,0.6832854199441486,0.30442967288992806
0.84,0.8464265350914859,0.6736601536944382,0.29871190935307035
0.852,0.8433397282620315,0.6636138263991659,0.2931683113371399
0.864,0.8402114294483731,0.653103608077135,0.2877796327417792
0.876,0.837040363924703,0.6420796568789265,0.28252852436680564
0.888,0.8338251907698061,0.6304836078317114,0.2773995286350994
0.9,0.8305644979585167,0.6182467016305914,0.272379037750344
0.912,0.8272567969760587,0.6052874978809127,0.2674552236788713
0.924,0.8239005168974399,0.591509163389469,0.26261794663015164
0.936,0.8204939978655871,0.5767964670241323,0.2578586481693809
