doses,$Gly$,$Gly_{CAA}$,$Gly_{RDM}$
8.4,0.5700792304488934,0.5759688022168467,0.6011896817203018
9.0,0.5475610361133713,0.5579299425566151,0.5862985877089136
9.6,0.5266559879203419,0.5410702630668653,0.5722707538318039
10.2,0.5072459732315449,0.5252805603575434,0.5590242136401613
10.799999999999999,0.4892096123911063,0.5104629605261884,0.5464877227294936
11.4,0.4724285558887943,0.4965300386083845,0.5345990114175031
12.0,0.45679107857115103,0.48340381759710305,0.5233033700596914
12.6,0.4421938619617035,0.47101476008048593,0.5125524963536902
13.2,0.42854262636852286,0.4593008118690365,0.5023035500783777
13.799999999999999,0.4157520716109981,0.4482065254645655,0.4925183730359063
14.399999999999999,0.4037454297043989,0.4376822731977481,0.48316284136609045
15.0,0.3924538225436452,0.42768354993722363,0.47420632457929407
15.6,0.3818155431004937,0.41817036014481906,0.4656212311483103
16.2,0.37177532997117146,0.40910668171229714,0.45738262472410784
16.8,0.36228367415703466,0.40045999825770984,0.4494678983051571
17.4,0.3532961777525466,0.392200891664634,0.44185649622737244
18.0,0.34477297260830403,0.3843026871912138,0.4345296758252749
18.599999999999998,0.33667820025856665,0.3767411442128257,0.42747030217462445
19.2,0.3289795506398778,0.3694941864536897,0.4206626705603176
19.8,0.3216478552142329,0.36254166633426543,0.4140923522941987
20.4,0.3146567293071549,0.35586515877538977,0.40774606029175575
21.0,0.30798225831390186,0.3494477804411488,0.40161153144665107
21.599999999999998,0.3016027226283455,0.34327403096693715,0.3956774233508035
22.2,0.2954983565332115,0.33732965320982095,0.3899332233198252
22.8,0.28965113675232607,0.3316015099814473,0.3843691680197548
23.4,0.28404459684405775,0.32607747508651325,0.37897617226457236
24.0,0.2786636640764639,0.32074633679981684,0.37374576577984714
24.599999999999998,0.273494515851319,0.31559771217929994,0.3686700369122521
25.2,0.26852445312882695,0.3106219708377125,0.3637415824181468
25.8,0.2637417886457566,0.3058101669873663,0.35895346259078875
26.4,0.2591357480185124,0.30115397873589445,0.35429916109139153
27.0,0.2546963820824833,0.29664565375029095,0.34977254893744814
27.599999999999998,0.25041448904377606,0.292277960525483,0.3453678521747712
28.2,0.2462815452132158,0.2880441445953434,0.34107962282374593
28.799999999999997,0.242289643259154,0.28393788911111495,0.3369027127379396
29.4,0.2384314370588364,0.2799532792868037,0.332832250065518
30.0,0.23470009235102798,0.2760847702752278,0.32886361803473013
30.599999999999998,0.23108924249818236,0.2723271580935265,0.3249924358187041
31.2,0.22759294875713654,0.2686755532644562,0.32121454126868654
31.799999999999997,0.22420566453530488,0.26512535688086103,0.3175259753188892
32.4,0.22092220317644004,0.26167223883621793,0.3139229678959099
33.0,0.21773770887786353,0.2583121179948528,0.31040192517955395
33.6,0.21464763039094867,0.2550411441022888,0.3069594180807646
34.199999999999996,0.2116476971997432,0.251855681259243,0.30359217180943604
34.8,0.20873389790992328,0.24875229280323635,0.3002970564336919
35.4,0.20590246061259582,0.24572772745925794,0.297071078314193
36.0,0.20314983501553024,0.2427789066365683,0.29391137234673387
36.6,0.20047267615881154,0.239902912762213,0.2908151949171268
37.199999999999996,0.19786782955316426,0.2370969785535093,0.28777991750140086
37.8,0.19533231759773673,0.2343584771426799,0.28480302084662956
38.4,0.19286332715033963,0.23168491297532637,0.28188208967484624
39.0,0.19045819813736425,0.22907391341342326,0.2790148078534578
39.6,0.18811441310296684,0.22652322097972596,0.276198953992545
40.199999999999996,0.18582958760813664,0.22403068618743305,0.2734323974052437
40.8,0.18360146139977102,0.22159426090468262,0.27071309441765823
41.4,0.18142789027845585,0.2192119922079089,0.268039084981129
42.0,0.17930683860105304,0.21688201668277682,0.2654084895450032
42.6,0.17723637236077774,0.214602555135527,0.2628195061748634
43.199999999999996,0.17521465279346893,0.21237190768102757,0.26027040788719
43.8,0.17323993046368721,0.21018844917684426,0.25775954016173386
44.4,0.17131053978910646,0.2080506249751218,0.25528531864061993
45.0,0.1694248939656073,0.20595694696755346,0.2528462269447759
45.6,0.16758148025920794,0.20390598990050174,0.25044081466601303
46.199999999999996,0.16577885563423395,0.2018963879383795,0.24806769541938198
46.8,0.1640156426899231,0.19992683145706808,0.2457255450358592
47.4,0.16229052588036152,0.19799606404975031,0.24341309981064543
48.0,0.16060224799498904,0.19610287972805687,0.24112915486578532
48.6,0.1589496068788725,0.19424612030598484,0.23887256250718472
49.199999999999996,0.1573314523739132,0.19242467295112115,0.23664223071904886
49.8,0.1557466834638744,0.19063746789145364,0.23443712162761088
50.4,0.15419424560747388,0.1888834762677972,0.23225625005563638
51.0,0.15267312824537962,0.18716170811809912,0.23009868207226616
51.6,0.15118236246780276,0.1854712104889263,0.22796353358371563
52.199999999999996,0.14972101883119301,0.18381106566007124,0.22584996894799372
52.8,0.1482882053124973,0.18218038947832801,0.22375719956890416
53.4,0.1468830653913809,0.18057832979040886,0.22168448256069306
54.0,0.14550477625129535,0.17900406496908713,0.2196311193751256
54.6,0.14415254709038228,0.17745680252715368,0.21759645443032688
55.199999999999996,0.14282561753487538,0.17593577780893338,0.21557987377451074
55.8,0.14152325614789457,0.17444025276097483,0.2135808037335431
56.4,0.14024475902709538,0.1729695147705593,0.21159870954695773
57.0,0.13898944848414002,0.17152287557128285,0.20963309404565816
57.599999999999994,0.13775667180217735,0.1700996702072663,0.20768349624533014
58.199999999999996,0.13654580006404404,0.16869925605625166,0.20574949006241955
58.8,0.13535622704894354,0.1673210119089074,0.2038306828993607
59.4,0.134187368189221,0.16596433709159697,0.20192671433406265
60.0,0.13303865958992372,0.16462865064103901,0.20003725476042755
