dose,r30,r30_r50,r30_r50C,r30_r50D,r30_r50CD,r30A,r30A_r50,r30A_r50C,r30A_r50D,r30A_r50CD,r30B,r30B_r50,r30B_r50C,r30B_r50D,r30B_r50CD,r30AB,r30AB_r50,r30AB_r50C,r30AB_r50D,r30AB_r50CD,r_tot,growth
0.0,32.8233344236358,27.176665573841177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999997476976,0.8329815755411121
0.00868377685546875,32.72822814001713,27.104251401585884,0.0,0.0,0.0,0.07808643773147636,0.08943402076747936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000010197,0.8307620364786604
0.0173675537109375,32.632609163685125,27.031476118780375,0.0,0.0,0.0,0.1565736376588131,0.17934108021538245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.000000000339696,0.8285314291392125
0.026051330566406253,32.53646966588523,26.958334108759058,0.0,0.0,0.0,0.23546762213061248,0.26972860396596954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000074087,0.826289581385284
0.034735107421875,32.43980161371118,26.88481960606895,0.0,0.0,0.0,0.31477456762954176,0.3606042128475882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.000000000257266,0.8240363164953468
0.04341888427734375,32.34259676541281,26.810926693150567,0.0,0.0,0.0,0.3945008103827164,0.4519757301226945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999999068784,0.8217714530937654
0.052102661132812506,32.244846662497686,26.736649294521428,0.0,0.0,0.0,0.4746528522424476,0.5438511890669189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999998328484,0.8194948049707582
0.060786437988281254,32.14654262070799,26.661981170095185,0.0,0.0,0.0,0.5552373668721721,0.6362388409385846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999861393,0.8172061808675332
0.06947021484375,32.04767572019369,26.586915907890134,0.0,0.0,0.0,0.6362612062637814,0.7291471633702235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999771783,0.8149053842386205
0.07815399169921876,31.94823680019534,26.51144692028298,0.0,0.0,0.0,0.7177314074409183,0.8225848690448574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9999999969641,0.8125922131778676
0.0868377685546875,31.848216450295148,26.43556743759338,0.0,0.0,0.0,0.7996551995279316,0.9165609148397683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.000000002256236,0.8102664602281903
0.09552154541015626,31.747604986571936,26.359270489889163,0.0,0.0,0.0,0.8820400117490534,1.0110845120022254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000021238,0.8079279116710824
0.10420532226562501,31.646392464539982,26.282548917568977,0.0,0.0,0.0,0.9648934804856523,1.106165135517853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999998112465,0.8055763481070997
0.11288909912109375,31.54456865283375,26.205395351275182,0.0,0.0,0.0,1.0482234580591236,1.201812535309707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999997477765,0.8032115436705428
0.12157287597656251,31.442123026559507,26.127802207206322,0.0,0.0,0.0,1.132038021250038,1.298036747315239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.000000002331106,0.8008332659385955
0.13025665283203125,31.339044743216075,26.049761668840265,0.0,0.0,0.0,1.2163454810963958,1.3948481059752609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999999128,0.7984412752442469
0.1389404296875,31.235322653325234,25.97126569578448,0.0,0.0,0.0,1.301154391364716,1.4922572555629061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999603734,0.7960353251963549
0.14762420654296876,31.13094527537395,25.892306004778884,0.0,0.0,0.0,1.3864735592088526,1.5902751638431352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.000000003204825,0.7936151619715154
0.15630798339843752,31.02590076176855,25.812874043733295,0.0,0.0,0.0,1.4723120572033044,1.6889131372776136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999998276,0.7911805233131843
0.16499176025390624,30.920176926391587,25.73296101384936,0.0,0.0,0.0,1.5586792320178202,1.7881828330774148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000533618,0.788731139651582
0.173675537109375,30.8137611804684,25.652557820250557,0.0,0.0,0.0,1.645584719519553,1.8880962778476624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999998086174,0.7862667320910213
0.18235931396484376,30.70664057038452,25.571655102147883,0.0,0.0,0.0,1.733038453598484,1.9886658801961348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000632702,0.7837870138923109
0.1910430908203125,30.598801692960457,25.490243167513945,0.0,0.0,0.0,1.821050684476892,2.0899044530249187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999797622,0.7812916877898106
0.19972686767578127,30.4902307493911,25.408312035860753,0.0,0.0,0.0,1.909631987288659,2.1918252263565763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999889709,0.7787804480355757
0.20841064453125002,30.38091346834037,25.325851379101508,0.0,0.0,0.0,1.9987932815178173,2.2944418712644126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.000000000224105,0.7762529780124282
0.21709442138671875,30.27083510625912,25.24285052262789,0.0,0.0,0.0,2.088545845277811,2.397768518933501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999309833,0.7737089504828373
0.2257781982421875,30.159980443963192,25.159298443488822,0.0,0.0,0.0,2.178901330282482,2.5018197807014375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999843594,0.7711480277145378
0.23446197509765626,30.04833372137668,25.075183720504274,0.0,0.0,0.0,2.2698717836101503,2.606610775239132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000073023,0.7685698595463609
0.24314575195312502,29.93587864473503,24.990494540816822,0.0,0.0,0.0,2.3614696636887724,2.712157150279747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999952037,0.7659740839043302
0.25182952880859377,29.82259835441247,24.905218675847316,0.0,0.0,0.0,2.4537078608849234,2.8184751093366507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.000000000481364,0.7633603260093996
0.2605133056640625,29.708475384246288,24.819343450709002,0.0,0.0,0.0,2.5465997203022215,2.9255814410516217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999630913,0.7607281973244172
0.2691970825195313,29.593491647696116,24.73285573453712,0.0,0.0,0.0,2.6401590628518345,3.033493547230639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999992315715,0.7580772954124213
0.277880859375,29.47762839933158,24.64574191170314,0.0,0.0,0.0,2.7344002102242517,3.142229475275818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999653479,0.755407202993946
0.28656463623046874,29.360866187978324,24.55798784663297,0.0,0.0,0.0,2.829338012440623,3.2518079537339446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000078586,0.7527174867557328
0.2952484130859375,29.243184835270277,24.46957886842281,0.0,0.0,0.0,2.9249878738155157,3.362248426778226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000428683,0.7500076970208834
0.30393218994140625,29.1245633905725,24.380499737183207,0.0,0.0,0.0,3.0213657833263534,3.473571093736203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000481826,0.7472773666643178
0.31261596679687503,29.004980086417973,24.290734610871468,0.0,0.0,0.0,3.118488346749988,3.5857969510497294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999995089155,0.7445260100749379
0.32129974365234376,28.88441231310341,24.200267027058445,0.0,0.0,0.0,3.216372817901155,3.698947833999584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999206259,0.7417531227692459
0.3299835205078125,28.76283654244548,24.109079845377877,0.0,0.0,0.0,3.3150371389475484,3.8130464684175713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999995188475,0.7389581793807841
0.33866729736328127,28.640228280707237,24.017155212706413,0.0,0.0,0.0,3.414499979092403,3.9281165215620013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999994068055,0.7361406326393918
0.34735107421875,28.51656203486235,23.924474538762787,0.0,0.0,0.0,3.5147807733223004,4.04418265392563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000087307,0.7332999128122991
0.3560348510742188,28.39181121596461,23.831018423125357,0.0,0.0,0.0,3.6158997733510887,4.161270584483527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999692458,0.7304354251562374
0.3647186279296875,28.26594813240856,23.73676665194915,0.0,0.0,0.0,3.7178780871685637,4.279407145308736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000001683501,0.7275465503041375
0.37340240478515624,28.13894381950162,23.641698068178755,0.0,0.0,0.0,3.8207377482382943,4.398620367772062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000369073,0.7246326394515985
0.382086181640625,28.010768101861192,23.545790621984793,0.0,0.0,0.0,3.9245017493985257,4.518939533719202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0000000069637,0.721693017042209
0.39076995849609375,27.881389392573507,23.449021217780597,0.0,0.0,0.0,4.029194124383237,4.640395276993073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000001173042,0.7187269750960638
0.39945373535156253,27.750774657334475,23.351365688997966,0.0,0.0,0.0,4.134840005701546,4.763019662168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000001420286,0.7157337728713937
0.40813751220703126,27.618889305224272,23.252798716321493,0.0,0.0,0.0,4.241465699308259,4.886846282249713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.000000003103736,0.7127126342521911
0.41682128906250004,27.485697114499306,23.153293773150892,0.0,0.0,0.0,4.349098757384059,5.01191035622329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000000125754,0.709662746310778
0.42550506591796877,27.351160067165086,23.05282300087318,0.0,0.0,0.0,4.4577680736841305,5.138248852034498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.999999993756894,0.7065832550795538
0.4341888427734375,27.215238285512857,22.951357163047646,0.0,0.0,0.0,4.567503964931624,5.265900597308767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00000001080089,0.7034732646118828
