doses,$Gly$,$Gly_{CAA}$,$Gly_{RDM}$
4.800000000000001,0.7151040067343679,0.6962747102759296,0.705086085406926
5.2,0.6912729096121454,0.6768249528199674,0.6895858318869363
5.6000000000000005,0.6683260159371316,0.6584467436360264,0.6749399458828459
6.0,0.6463662026438458,0.6410803298918107,0.6610710982024445
6.4,0.6254539043856526,0.6246628013511766,0.6479112271186467
6.800000000000001,0.6056129488192389,0.6091310694016416,0.6354002616116935
7.2,0.5868380389907752,0.5944237803796796,0.6234850175933437
7.6000000000000005,0.5691023738615537,0.580482468045686,0.6121182532488427
8.0,0.5523644684259602,0.567252180383191,0.6012578646219212
8.4,0.53657374663153,0.5546817539400728,0.5908662019574608
8.8,0.5216748352731426,0.542723859230688,0.5809094886749575
9.200000000000001,0.5076106847457442,0.5313349031387746,0.5713573269484192
9.600000000000001,0.49432472411081907,0.5204748468952325,0.5621822761172582
10.0,0.481762269299454,0.5101069787829012,0.5533594922736567
10.4,0.4698713797928227,0.5001976671933548,0.5448664192561068
10.8,0.4586033230794998,0.4907161103786475,0.5366825228988565
11.200000000000001,0.44791276955556586,0.4816340929544736,0.5287890617537808
11.600000000000001,0.4377578086157233,0.47292575500815504,0.5211688886416335
12.0,0.42809985106511883,0.4645673768951259,0.5138062783350311
12.4,0.4189034634381713,0.4565371810148084,0.5066867774566334
12.8,0.41013616540665637,0.448815150724474,0.49979707332044365
13.200000000000001,0.40176821110581673,0.44138286586000935,0.4931248789759442
13.600000000000001,0.39377236790948017,0.43422335393630745,0.48665883215392713
14.0,0.3861237011260604,0.4273209558961792,0.48038840617615436
14.4,0.3787993696345188,0.4206612051964337,0.47430383119221053
14.8,0.37177843516120235,0.41423071901721853,0.4683960243570743
15.200000000000001,0.36504168637170137,0.4080171004249547,0.46265652777155036
15.600000000000001,0.35857147797099614,0.402008850389961,0.4570774531818074
16.0,0.35235158439677855,0.39619528864384757,0.45165143258033125
16.400000000000002,0.34636706733377215,0.3905664824504661,0.4463715739732222
16.8,0.3406041560869416,0.3851131824522936,0.441231421682137
17.2,0.3350501397709236,0.37982676483852934,0.4362249206366154
17.6,0.329693270262151,0.37469917915996465,0.4313463841865273
18.0,0.32452267489225156,0.369722901188213,0.42659046502740033
18.400000000000002,0.3195282779184129,0.3648908902827082,0.4219521288849932
18.8,0.31470072987651704,0.360196550788231,0.4174266306513688
19.200000000000003,0.31003134399833315,0.35563369703887976,0.4130094927039804
19.6,0.3055120389498963,0.35119652159177456,0.4086964851730142
