MidPoint,Slope,resultList,LinerType
10,4.0,"[0.9749275426047326, 0.9663943288111405, 0.9575553265816904, 0.9483880973103863, 0.9388673878000305, 0.9289646078758036, 0.9186471763355447, 0.9078776923229168, 0.8966128716589151, 0.8848021612865463, 0.872385904379804]",0
20,4.0,"[0.9469526296896316, 0.9273853401020937, 0.906123446510571, 0.8828297942965836, 0.857040025326834, 0.8280829981125182, 0.7949230211577198, 0.7558031179042, 0.70725779425171, 0.6401616619561943, 0.4526354542251906]",0
30,4.0,"[0.9153063607104389, 0.8808334066087296, 0.8405462900643274, 0.7916884158373456, 0.7282670796954192, 0.6300600305358685, 0.11638377077529706, 0.09672970175870738, 0.08484422992767969, 0.07640065627502238, 0.06987127596966752]",0
40,4.0,"[0.8788122764797739, 0.8226835438575779, 0.7474358544621171, 0.6186096155551611, 0.08591678164449718, 0.07262404035000145, 0.06386702612170392, 0.05730005947171934, 0.05204455452121489, 0.04768172441278303, 0.0439771655721008]",0
50,4.0,"[0.8354947490501511, 0.7430349216995978, 0.42592066466964806, 0.06319461885773894, 0.05432752112882283, 0.04780819400761542, 0.04267930671888689, 0.03850999017296519, 0.03505240298473226, 0.03214286807561719, 0.029665085175602093]",0
60,4.0,"[0.7815064510891553, 0.5887095317989183, 0.05125738936045824, 0.04378401810045027, 0.038103000948397574, 0.03365262448652264, 0.030098603424765818, 0.027212003309687333, 0.024830391351699725, 0.022836857463396615, 0.02114620137347928]",0
70,4.0,"[0.7069022123024271, 0.04434413477420432, 0.037395291519716566, 0.03200765141306035, 0.027883288311245882, 0.024687766767236115, 0.022163134005637086, 0.020127280891737383, 0.01845394562601187, 0.017054984487283726, 0.01586786227845526]",0
80,4.0,"[0.5061726804869325, 0.03376518270405493, 0.02829614960642656, 0.024205022323289298, 0.021154674962813525, 0.018825628188058392, 0.01699767588369776, 0.015526113499780113, 0.014315114906270288, 0.013299742072253946, 0.012434805921860203]",0
90,4.0,"[0.03204315039937439, 0.02638431939516562, 0.022006996159996624, 0.01888298186672654, 0.016599582882763673, 0.014868224344772791, 0.013510128950560975, 0.012413920898873877, 0.011507995224442416, 0.010744645298448714, 0.010090993416376101]",0
100,4.0,"[0.026023888624593063, 0.021041649459042956, 0.017563549273298566, 0.015159839120680708, 0.013419952749592805, 0.012101560871860302, 0.011064015538910857, 0.01022240198775299, 0.009523001485698498, 0.008930316526031047, 0.008419974289202648]",0
