a1,a2,growth
1.6996335983276367,0.0,0.1095543539294662
1.6996335983276367,0.029304027557373047,0.09624100463185054
1.6996335983276367,0.058608055114746094,0.08036407795208454
1.6996335983276367,0.08791208267211914,0.05906667672450446
1.6996335983276367,0.11721611022949219,0.026790799706662087
1.6996335983276367,0.14652013778686523,0.005607219715228629
1.6996335983276367,0.17582416534423828,0.0039026889655642593
1.6996335983276367,0.20512819290161133,0.003120800160607286
1.6996335983276367,0.23443222045898438,0.0025925842607848887
1.6996335983276367,0.2637362480163574,0.0022084135546070627
1.6996335983276367,0.29304027557373047,0.001916301068150011
1.6996335983276367,0.3223443031311035,0.001686833963809159
1.6996335983276367,0.35164833068847656,0.0015019739010510853
1.6996335983276367,0.3809523582458496,0.0013500142157555242
1.6996335983276367,0.41025638580322266,0.0012230166655882164
1.6996335983276367,0.4395604133605957,0.0011154044888617813
1.6996335983276367,0.46886444091796875,0.0010231436562959967
1.6996335983276367,0.4981684684753418,0.0009432433873023197
1.6996335983276367,0.5274724960327148,0.0008734392486025655
1.6996335983276367,0.5567765235900879,0.000811985305448454
1.6996335983276367,0.5860805511474609,0.000757513851725275
1.6996335983276367,0.615384578704834,0.0007089383688664985
1.6996335983276367,0.644688606262207,0.0006653849143699032
1.6996335983276367,0.6739926338195801,0.0006261426661921244
1.6996335983276367,0.7032966613769531,0.0005906276563165847
1.6996335983276367,0.7326006889343262,0.0005583557629436183
1.6996335983276367,0.7619047164916992,0.0005289223156783966
1.6996335983276367,0.7912087440490723,0.0005019864969651219
1.6996335983276367,0.8205127716064453,0.0004772592756535811
1.6996335983276367,0.8498167991638184,0.00045449397190388646
1.6996335983276367,0.8791208267211914,0.0004334788083046598
1.6996335983276367,0.9084248542785645,0.000414030976899203
1.6996335983276367,0.9377288818359375,0.00039599187324119647
1.6996335983276367,0.9670329093933105,0.00037922323850213025
1.6996335983276367,0.9963369369506836,0.00036360401541273815
1.6996335983276367,1.0256409645080566,0.00034902776717504264
1.6996335983276367,1.0549449920654297,0.000335400546065235
1.6996335983276367,1.0842490196228027,0.0003226391234048922
1.6996335983276367,1.1135530471801758,0.00031066951093785525
1.6996335983276367,1.1428570747375488,0.00029942571953726454
1.6996335983276367,1.1721611022949219,0.0002888487118163325
1.6996335983276367,1.201465129852295,0.00027888551494743873
1.6996335983276367,1.230769157409668,0.0002694884652526181
1.6996335983276367,1.260073184967041,0.00026061456239704717
1.6996335983276367,1.289377212524414,0.000252224915838655
1.6996335983276367,1.318681240081787,0.00024428426770142325
1.6996335983276367,1.3479852676391602,0.00023676058058998495
1.6996335983276367,1.3772892951965332,0.00022962468040614361
