MidPoint,Slope,resultList,LinerType
10,2.0,"[0.9681720032560035, 0.9647498331802494, 0.9612793784232181, 0.9577592718059358, 0.9541880818752771, 0.9505643085748581, 0.946886378533427, 0.9431526399286672, 0.9393613568787234, 0.9355107033073163, 0.9315987562208355]",0
20,2.0,"[0.9315987562208355, 0.9235827599152566, 0.9152957459562485, 0.9067179837023558, 0.8978272618134662, 0.8885984273399055, 0.8790028086110929, 0.8690074840401331, 0.8585743434601734, 0.8476588653037955, 0.8362084970569076]",0
30,2.0,"[0.8885984273399055, 0.8740573571194409, 0.8585743434601734, 0.8420041955936336, 0.8241604696801071, 0.8047969397492769, 0.7835768005120208, 0.760017956699975, 0.7333869284536492, 0.7024665360938014, 0.6649454352126598]",0
40,2.0,"[0.8362084970569076, 0.8114387842000836, 0.7835768005120205, 0.751529091880129, 0.7133583397385749, 0.6649454352126598, 0.5933252842034098, 0.1543694528187333, 0.1295091880934213, 0.11373119168172917, 0.10228369481228902]",0
50,2.0,"[0.7681691348056756, 0.723638743989813, 0.6649454352126608, 0.565890614159968, 0.1402722074385983, 0.11716145144126511, 0.1022836948119442, 0.09139417827912945, 0.0828471546620487, 0.07582666204076975, 0.06987127596966752]",0
60,2.0,"[0.6649454352126598, 0.5255526227757037, 0.1295091880931171, 0.10761314541338857, 0.09334883430551974, 0.08284715466176826, 0.07456132534220736, 0.06772016686357055, 0.06189195540331033, 0.05681724886614122, 0.05233191248927034]",0
70,2.0,"[0.14027220743687566, 0.11056005448211026, 0.09334883430588206, 0.08133924357132255, 0.07214653490474399, 0.0646985392282849, 0.05843665069762027, 0.0530436532566074, 0.04832725878817703, 0.04416324521320169, 0.040465639140681756]",0
80,2.0,"[0.10228369481228629, 0.08604793256745, 0.07456132534164005, 0.0656802709141093, 0.058436650697173353, 0.05233191248775976, 0.047085475704074044, 0.04252555289737521, 0.03853693379619127, 0.035035054595938586, 0.0319530504769274]",0
90,2.0,"[0.08284715466286355, 0.07099248882620772, 0.061891955405055446, 0.054508682430633205, 0.0483272587851398, 0.04306230481769194, 0.038536933795573554, 0.03462807316956468, 0.03124144623890271, 0.028300174257973237, 0.025739527278313717]",0
100,2.0,"[0.06987127596966752, 0.06012624448727815, 0.052331912487278975, 0.04588633890994709, 0.04046563913493799, 0.03586877612362402, 0.03195305047411699, 0.028607091372155117, 0.025739527272471387, 0.02327394408680903, 0.02114620137347928]",0
