MidPoint,Slope,resultList,LinerType
10,0.25,"[0.496658901337244, 0.527245059182457, 0.5625652930117475, 0.6032835894659765, 0.6498021221381938, 0.7018808539207859, 0.7582194506286921, 0.8163803827429439, 0.8733937788545856, 0.926735283801095, 0.9749275426047326]",0.0
20,0.25,"[0.3069665382387437, 0.325487458313406, 0.34834458790123257, 0.37713828254100135, 0.4142419875516096, 0.4632010849850696, 0.5290800945274585, 0.6174917201112576, 0.7282692783848314, 0.8453580991671004, 0.9469526296896312]",0.0
30,0.25,"[0.22509507833952563, 0.2354337153321304, 0.2485206255274817, 0.265704257851191, 0.2892028735636917, 0.3227898875911122, 0.37311016970353217, 0.45212324527959924, 0.5786708540010667, 0.754194673373712, 0.9153063607104389]",0.0
40,0.25,"[0.17865447216725383, 0.18320842455286313, 0.1886769527196123, 0.195750866193881, 0.20586219431280622, 0.2222397009207298, 0.2524367109129217, 0.31259924368753844, 0.4325045767965969, 0.6501365230102032, 0.8788122764797739]",0.0
50,0.25,"[0.14844355628575462, 0.14862763508785953, 0.14741162078308065, 0.1431097399371104, 0.1262867360221583, 0.09850993365818829, 0.08893182384827743, 0.08765606286859165, 0.09251304323802509, 0.5215283545608731, 0.8354947490501514]",0.06078749341716297
60,0.25,"[0.1270900152470271, 0.12387021062784832, 0.11590794297730707, 0.09627644404228558, 0.07951396781627179, 0.07315956682253562, 0.0705321786582145, 0.06962756825696007, 0.07025764861996749, 0.07387538417597937, 0.7815064510891558]",0.05746244699006703
70,0.25,"[0.11109221345067641, 0.10512980538613455, 0.09085525666415156, 0.07441196986501819, 0.06727047710198097, 0.06391918962264072, 0.061848015849898526, 0.06026488368246932, 0.05887474717471663, 0.05782693067646066, 0.7069022123024264]",0.05326528277421575
80,0.25,"[0.09854950403824432, 0.09040997383289791, 0.0749376723781181, 0.0651696410497484, 0.0609210863490633, 0.058357017055935635, 0.05624983602074114, 0.054046279241573084, 0.05130036920636525, 0.04769292178320166, 0.5061726804784797]",0.05085658225504266
90,0.25,"[0.08834048652243155, 0.07886362355188496, 0.0660039619188804, 0.05987190162879808, 0.056778773154419496, 0.0544918287554326, 0.05224078826426317, 0.04953609948203081, 0.04581565987476285, 0.04049227202527211, 0.03204315041171048]",0.0
100,0.25,"[0.07977082170481123, 0.07011492180439173, 0.06054499742576235, 0.056311313202793555, 0.05379176829641757, 0.05161055580645703, 0.04920504615824371, 0.046103704443600686, 0.04166581039612613, 0.035146326962524274, 0.026023888642103355]",0.0
10,0.5,"[0.6614115411903173, 0.6901834970323881, 0.7207706324246298, 0.7528105938923477, 0.7857837219888384, 0.8190578391578406, 0.8519661245853828, 0.883893855330397, 0.9143454122204868, 0.9429753411937292, 0.9695852491461602]",0.0
20,0.5,"[0.4408752593263855, 0.4651509922307943, 0.49436210790819146, 0.5297676872945306, 0.5727462715150567, 0.6243874172285242, 0.6845607414778621, 0.7507027447434247, 0.8177362908538361, 0.8802238012839172, 0.9347887227123531]",0.0
30,0.5,"[0.3317025534271317, 0.34648596709922863, 0.36516743793205886, 0.38940030187826735, 0.4216814891672576, 0.4657134345329559, 0.5264807111776394, 0.6084128474765468, 0.7083689516457534, 0.8094458293557093, 0.8940929143471329]",0.0
40,0.5,"[0.2676137658439395, 0.2746406667085822, 0.28362570992300246, 0.2957924097786402, 0.31340707839611676, 0.34079700901643795, 0.38605373477407573, 0.4623492371131443, 0.5818063863859647, 0.725890254607985, 0.8448458650285238]",0.0
50,0.5,"[0.22509507833952563, 0.22562542615074546, 0.2253258596526338, 0.22347906320083416, 0.21770176931046242, 0.12073750191746088, 0.09667662659118176, 0.09128718380430044, 0.3928401268864798, 0.6152738300942162, 0.7815064510891558]",0.13380789453522518
60,0.5,"[0.19463130799995754, 0.18948741042300996, 0.17922871400765533, 0.14550710038567474, 0.08907607647871033, 0.0783711429608475, 0.07305387592967226, 0.06892421279475329, 0.06482955542565373, 0.05965038091636391, 0.6871099228359745]",0.13498092708359363
70,0.5,"[0.1716389974754841, 0.16139702049550064, 0.1375418295511068, 0.08553958005221196, 0.07250760902892864, 0.06658735368196135, 0.06194861882800499, 0.05726643565274846, 0.05199281114373479, 0.04583689136364012, 0.03657347882971948]",0.0
80,0.5,"[0.15362020915291802, 0.13867230901431235, 0.09741716324009114, 0.071861422971254, 0.06436735341720916, 0.05939478593260185, 0.054690836631209334, 0.049477118589487765, 0.04342522857074264, 0.036678372379659756, 0.028247813418110033]",0.0
90,0.5,"[0.13908669986342836, 0.11957377473794827, 0.0782652494027028, 0.06483988577932007, 0.05901979571796775, 0.05432851404544707, 0.04945538928933791, 0.043840784406066716, 0.03728518046252584, 0.03015396769487072, 0.02219533636687685]",0.0
100,0.5,"[0.1270900152470271, 0.1030345616373216, 0.06929499110752362, 0.06020932022754355, 0.05512318909603926, 0.050519194067774165, 0.045485741761284705, 0.039589192282260405, 0.032726611699366574, 0.025385539383079997, 0.01772421272361084]",0.0
10,1.0,"[0.7743326972356632, 0.7942333927075246, 0.8142905911410627, 0.8343026373500761, 0.854067323399028, 0.8733937788545856, 0.892112339487001, 0.9100812061592398, 0.9271895470348617, 0.9433574319728099, 0.9585334237998608]",0.0
20,1.0,"[0.5686224951439891, 0.5934569886626826, 0.6218760496281089, 0.6540515565469806, 0.6897750145841298, 0.7282692783848314, 0.768141668467066, 0.8076076983420556, 0.8449249457785764, 0.878781767236701, 0.9084433744688263]",0.0
30,1.0,"[0.4408752593263855, 0.45729354520612425, 0.4777588280443209, 0.5036625577066133, 0.5367309137923054, 0.5786708540010667, 0.6300614700038023, 0.6884983801924441, 0.7479251183448992, 0.8014335413071179, 0.8448458650285238]",0.0
40,1.0,"[0.36113352479830796, 0.36801246491882067, 0.376833006339643, 0.3887809120532626, 0.4060183573268746, 0.4325045767965969, 0.47470369001086155, 0.5388816647640167, 0.6201675226724115, 0.6978904847670426, 0.7551709034157374]",0.0
50,1.0,"[0.3069665382387437, 0.304967367134897, 0.30090082491046594, 0.29250884376569497, 0.2697295800410278, 0.09251304323802509, 0.07991787326088533, 0.06999003068233736, 0.060374687280935424, 0.05042328349028339, 0.5061726804784797]",0.2565432547484603
60,1.0,"[0.2676137658439395, 0.2572437410192673, 0.23743215029810952, 0.11417244392630704, 0.08119878743702118, 0.07025764861996749, 0.0613511246289203, 0.05282043964161191, 0.04449101870648391, 0.03634930288107592, 0.028247813418110033]",0.0
70,1.0,"[0.23760459314110452, 0.21906098600986676, 0.169434151583569, 0.08013671882507924, 0.06772656503414959, 0.05887474717471663, 0.05055359933565274, 0.04238050538751573, 0.034601750875902844, 0.027395156413425263, 0.02055198021272688]",0.0
80,1.0,"[0.21388935693750233, 0.1870589206924569, 0.09261829858279076, 0.06920704073492359, 0.05956354778065073, 0.05130036920636525, 0.043198972863387336, 0.03528016070828207, 0.02793062068063572, 0.021378841123581842, 0.015411892077530938]",0.0
90,1.0,"[0.19463130799995754, 0.15894743408083592, 0.07656881928437874, 0.062454665492250094, 0.053812867257008276, 0.04581565987476285, 0.03788647569666319, 0.030231634232541767, 0.023278190245106495, 0.017251508673205258, 0.011949546438893881]",0.0
100,1.0,"[0.17865447216725383, 0.13210103598948209, 0.06875846224968514, 0.05763397547348829, 0.049488721789767376, 0.04166581039612613, 0.03391036477194712, 0.026524894456074685, 0.019935257964728257, 0.014344195777956873, 0.009561690032136926]",0.0
10,2.0,"[0.8344610387662691, 0.8464462581408146, 0.8582101577713876, 0.8696613870153295, 0.8807130082431087, 0.8912848855917016, 0.9013054671222087, 0.9107128933868618, 0.9194554521215064, 0.9274914640907578, 0.9347887227123531]",0.0
20,2.0,"[0.6614115411903173, 0.6798501551086522, 0.6998178716194418, 0.7210145349324347, 0.7429168961660776, 0.7647907821656615, 0.7857659138790121, 0.8049554366899518, 0.8215740419343207, 0.8350112676545784, 0.8448458650285238]",0.0
30,2.0,"[0.5302986674424064, 0.5417753546117509, 0.5556131003859128, 0.5723599685540621, 0.5924318854886953, 0.6156954995916083, 0.6408173452499315, 0.6648062190254955, 0.6834281608974035, 0.6922769519122521, 0.6871099228359745]",-0.0051670290762776405
40,2.0,"[0.4408752593263855, 0.44043551648575013, 0.4388002004303584, 0.4347995342509465, 0.42514041607016545, 0.3928401268864798, 0.07009926821776158, 0.05607898614613295, 0.044899612052756915, 0.03576547987372894, 0.028247813418110033]",0.0
50,2.0,"[0.3780621575956971, 0.3648026005319467, 0.34079700901643795, 0.11051034300903083, 0.07675685139797858, 0.06102420954565732, 0.04862553209891479, 0.03844627074221647, 0.03010981821099685, 0.023287865874796723, 0.01772421272361084]",0.0
60,2.0,"[0.3317025534271317, 0.3051217646347011, 0.23627944012325797, 0.07646246302577271, 0.06003495630551795, 0.04732907822619851, 0.03682666869048954, 0.028334055615915916, 0.021580865365407518, 0.016213960823057844, 0.011949546438893881]",0.0
70,2.0,"[0.2960126056300448, 0.25495704074156317, 0.08633332821806636, 0.06383783276569739, 0.050025797573940295, 0.038646932100563886, 0.029365306674037996, 0.022067464578341977, 0.01642536841864474, 0.012050935723704748, 0.00864406764242454]",0.0
80,2.0,"[0.2676137658439395, 0.2093899602384889, 0.07276949490850133, 0.05577020405172855, 0.0431642456846915, 0.032726611699366574, 0.024395118404808402, 0.01799555411861339, 0.013148110139148461, 0.009455191612719772, 0.00661896637498328]",0.0
90,2.0,"[0.24442446219728603, 0.15663570710064778, 0.06490501992941144, 0.04999071554127474, 0.038189988310046524, 0.028513083153774033, 0.020938224152491497, 0.015219965526817213, 0.010950033113649971, 0.007736916507250778, 0.005293556231114314]",0.0
100,2.0,"[0.22509507833952563, 0.0982675932239177, 0.05939478593260185, 0.045623826761684756, 0.0344527922764603, 0.02540708452204356, 0.01843741747916685, 0.013242534366778597, 0.009402427442136816, 0.006538226289607295, 0.004376134673901372]",0.0
10,4.0,"[0.8642862717052435, 0.8690989995886412, 0.8733937788545856, 0.8770860108457699, 0.8800901074592331, 0.8823200895773776, 0.8836898300362046, 0.8841128556067952, 0.8835016285540522, 0.8817662220366643, 0.8788122764797739]",-0.00530057912702131
20,4.0,"[0.7158803706841446, 0.7224142269553481, 0.7282692783848314, 0.7328181363628056, 0.7351939985547414, 0.7342382097069369, 0.7284040350867516, 0.7155024589866184, 0.6919057186407903, 0.6492515089164822, 0.5061726804784797]",-0.019313627870596872
30,4.0,"[0.5897330070468059, 0.5858780347966392, 0.5786708540010667, 0.5650307634798003, 0.5367504824503498, 0.3865097348987633, 0.0501981102175822, 0.038213692788578245, 0.02942368347285321, 0.022786431392263447, 0.01772421272361084]",0.0
40,4.0,"[0.496658901337244, 0.4741773168295805, 0.4325045767965969, 0.08399106100798838, 0.0577271137023781, 0.04161764404094224, 0.030423446074831224, 0.022467086316594373, 0.016751462376634094, 0.012604907464520325, 0.009561690032136926]",0.0
50,4.0,"[0.4289040882171648, 0.3834354725917586, 0.09251304323802509, 0.05947678604467017, 0.04127802075274183, 0.029000276290581817, 0.0206792441309421, 0.01498125793431826, 0.011006213863354092, 0.008175570680115247, 0.006117792969240462]",0.0
60,4.0,"[0.3780621575956971, 0.3036872023755671, 0.07025764861996749, 0.04689221380473785, 0.031805555423055104, 0.021899311138303092, 0.015404400767733825, 0.011052623167552417, 0.008051597722198304, 0.005923672989322649, 0.004376134673901372]",0.0
70,4.0,"[0.33856992830714006, 0.19554308357060488, 0.05887474717471663, 0.038845785978307075, 0.02586442690355478, 0.017596452473543356, 0.012282309901622745, 0.00875691744426357, 0.006334555956487369, 0.004616383079052184, 0.0033636070936664585]",0.0
80,4.0,"[0.3069665382387437, 0.0877450014275717, 0.05130036920636525, 0.03333225499670479, 0.02191762247550886, 0.01480253423927114, 0.010278649786822022, 0.0072901434214633866, 0.0052378244850630265, 0.003779809210237832, 0.0027138400507380617]",0.0
90,4.0,"[0.2810538813048153, 0.07485642289707758, 0.04581565987476285, 0.029384178034403647, 0.0191605787774119, 0.012877533726533106, 0.008905848885831647, 0.006286192568886532, 0.004486096720049812, 0.0032049700099077076, 0.0022661192167417366]",0.0
