a1,a2,growth
0.4981684684753418,0.0,0.9208514627227541
0.4981684684753418,0.421875,0.9008106059332341
0.4981684684753418,0.84375,0.8796905923117938
0.4981684684753418,1.265625,0.857484453431001
0.4981684684753418,1.6875,0.8342097204283851
0.4981684684753418,2.109375,0.80991514609654
0.4981684684753418,2.53125,0.7846867869262585
0.4981684684753418,2.953125,0.758652019929863
0.4981684684753418,3.375,0.7319798125232903
0.4981684684753418,3.796875,0.704875790468634
0.4981684684753418,4.21875,0.6775715600454726
0.4981684684753418,4.640625,0.6503092283845009
0.4981684684753418,5.0625,0.6233236017117519
0.4981684684753418,5.484375,0.5968253855666205
0.4981684684753418,5.90625,0.5709883921619936
0.4981684684753418,6.328125,0.5459424339220061
0.4981684684753418,6.75,0.5217719216336414
0.4981684684753418,7.171875,0.49851890182261166
0.4981684684753418,7.59375,0.4761887033273912
0.4981684684753418,8.015625,0.4547564356478636
0.4981684684753418,8.4375,0.4341729906863786
0.4981684684753418,8.859375,0.4143696474771604
0.4981684684753418,9.28125,0.395260670611275
0.4981684684753418,9.703125,0.3767433098653761
0.4981684684753418,10.125,0.35869420873027474
0.4981684684753418,10.546875,0.3409600181933119
0.4981684684753418,10.96875,0.3233364158474745
0.4981684684753418,11.390625,0.30550984606253906
0.4981684684753418,11.8125,0.017806567508124427
0.4981684684753418,12.234375,0.016665792043491362
0.4981684684753418,12.65625,0.015414978035916328
0.4981684684753418,13.078125,0.014287359431216439
0.4981684684753418,13.5,0.013279741302336626
0.4981684684753418,13.921875,0.012378767518134262
0.4981684684753418,14.34375,0.011571175518722252
0.4981684684753418,14.765625,0.010845166158831226
0.4981684684753418,15.1875,0.010190506373239018
0.4981684684753418,15.609375,0.009598384064823398
0.4981684684753418,16.03125,0.00906122157898056
0.4981684684753418,16.453125,0.008572497738647076
0.4981684684753418,16.875,0.008126590650282744
0.4981684684753418,17.296875,0.007718642702496001
0.4981684684753418,17.71875,0.0073444460449032965
0.4981684684753418,18.140625,0.007000345876173278
0.4981684684753418,18.5625,0.006683158958663029
0.4981684684753418,18.984375,0.006390105002611442
0.4981684684753418,19.40625,0.006118748871591143
0.4981684684753418,19.828125,0.005866951772720622
0.4981684684753418,20.25,0.005632830067580869
0.4981684684753418,20.671875,0.005414720347038305
0.4981684684753418,21.09375,0.005211149792752812
0.4981684684753418,21.515625,0.005020810988382217
0.4981684684753418,21.9375,0.004842540419824391
0.4981684684753418,22.359375,0.00467530009953883
0.4981684684753418,22.78125,0.00451816182396038
0.4981684684753418,23.203125,0.004370293648134396
0.4981684684753418,23.625,0.004230948221019324
0.4981684684753418,24.046875,0.00409945272934588
0.4981684684753418,24.46875,0.0039752001916382425
0.4981684684753418,24.890625,0.003857641895943952
0.4981684684753418,25.3125,0.0037462808224246473
0.4981684684753418,25.734375,0.0036406659125767077
0.4981684684753418,26.15625,0.0035403870586172034
0.4981684684753418,26.578125,0.0034450707135058817
0.4981684684753418,27.0,0.0033543760405570643
0.4981684684753418,27.421875,0.003267991524227327
0.4981684684753418,27.84375,0.0031856319797008634
0.4981684684753418,28.265625,0.0031070359151243168
0.4981684684753418,28.6875,0.0030319631941973075
0.4981684684753418,29.109375,0.002960192963074356
0.4981684684753418,29.53125,0.0028915218098340455
0.4981684684753418,29.953125,0.002825762122263279
0.4981684684753418,30.375,0.0027627406260650913
0.4981684684753418,30.796875,0.0027022970791621605
0.4981684684753418,31.21875,0.0026442831000274827
0.4981684684753418,31.640625,0.002588561119549321
0.4981684684753418,32.0625,0.002535003438865557
0.4981684684753418,32.484375,0.0024834913813718573
0.4981684684753418,32.90625,0.002433914531210256
0.4981684684753418,33.328125,0.002386170041946437
0.4981684684753418,33.75,0.0023401620157127998
0.4981684684753418,34.171875,0.002295800940164483
0.4981684684753418,34.59375,0.002253003176331113
0.4981684684753418,35.015625,0.002211690497951016
0.4981684684753418,35.4375,0.002171789668500444
0.4981684684753418,35.859375,0.0021332320597442166
0.4981684684753418,36.28125,0.0020959533018237667
0.4981684684753418,36.703125,0.002059892965298694
0.4981684684753418,37.125,0.0020249942705798697
0.4981684684753418,37.546875,0.0019912038224277075
0.4981684684753418,37.96875,0.001958471366365665
0.4981684684753418,38.390625,0.0019267495661652446
0.4981684684753418,38.8125,0.0018959937987208862
0.4981684684753418,39.234375,0.0018661619669430697
0.4981684684753418,39.65625,0.0018372143264929657
0.4981684684753418,40.078125,0.001809113326620764
0.4981684684753418,40.5,0.0017818234642946107
0.4981684684753418,40.921875,0.0017553111486360488
0.4981684684753418,41.34375,0.00172954457694798
0.4981684684753418,41.765625,0.0017044936185824267
0.4981684684753418,42.1875,0.0016801297093210863
