MidPoint,Slope,resultList,LinerType
10,4.0,"[0.8642862717052435, 0.8649685213632297, 0.8656754964505102, 0.8664084316393659, 0.8671686341599433, 0.8679574880384865, 0.8687764584756567, 0.8696270963393224, 0.8705110427371238, 0.871430033623142, 0.872385904379804]",0
20,4.0,"[0.7158803706841449, 0.7099854421633441, 0.7032998927362162, 0.6956215682498813, 0.6866618204331228, 0.675987464790284, 0.6629030594125719, 0.6461782173318239, 0.623272888750093, 0.5871393228271059, 0.4526354542251906]",0
30,4.0,"[0.5897330070468059, 0.5694479916073284, 0.5438649729298525, 0.5097712518964699, 0.459672502226193, 0.3673405861844587, 0.189905305035121, 0.12628473412457644, 0.09857556074859948, 0.08170546969872156, 0.06987127596966752]",0
40,4.0,"[0.49665890133724416, 0.4601196643495762, 0.4094647337666802, 0.33011356109308876, 0.2036440704134018, 0.1263695512211444, 0.09320487596646244, 0.0740701867028919, 0.061052219796200166, 0.051421923687177185, 0.0439771655721008]",0
50,4.0,"[0.4289040882171648, 0.37707918679079777, 0.2999696022268661, 0.18907355943831095, 0.11648354612902834, 0.08353589124900275, 0.06440206179671994, 0.051457462133323806, 0.04207472324290299, 0.03504335347582909, 0.029665085175602093]",0
60,4.0,"[0.3780621575956971, 0.31260125985700976, 0.21585579317610468, 0.1264996773834656, 0.08454829937009697, 0.062000468030312596, 0.04751112376797944, 0.03749209794385126, 0.03032559177522355, 0.025075908815076927, 0.02114620137347928]",0
70,4.0,"[0.3385699283071397, 0.26153720363238203, 0.16051718691774058, 0.09637218245217578, 0.06580171177500002, 0.047835716108097594, 0.0361672033207507, 0.028268407484893517, 0.022755950775606926, 0.018794882219177526, 0.01586786227845526]",0
80,4.0,"[0.30696653823874404, 0.22084686415616844, 0.12661040802032833, 0.07768017271040151, 0.052713038601979186, 0.037765698364539226, 0.028278410723951222, 0.02201890810929945, 0.017728402855564266, 0.014677598306796574, 0.012434805921860203]",0
90,4.0,"[0.28105388130481546, 0.18855055190985998, 0.10452242470834637, 0.06430633401783868, 0.04296988528506478, 0.030424909343844522, 0.022682560320925957, 0.017670633223414237, 0.014269487773974958, 0.01186082282007283, 0.010090993416376101]",0
100,4.0,"[0.2593832456180625, 0.16304690906182492, 0.0887914129010573, 0.05403635995727256, 0.035542864857726085, 0.024991670712833557, 0.018627473772632387, 0.014555135469677606, 0.011803200798740336, 0.009854578064004376, 0.008419974289202648]",0
