MidPoint,Slope,resultList,LinerType
10,2.0,"[0.8344610387662688, 0.816410999010719, 0.7983365022959946, 0.7803148698569788, 0.7624225781219254, 0.7447328011946106, 0.727313197712091, 0.710224118952133, 0.6935173522059973, 0.677235439340732, 0.6614115411903173]",0
20,2.0,"[0.6614115411903173, 0.6312258505157948, 0.6030582918071417, 0.5769043945078711, 0.5526898276440633, 0.5302986674424063, 0.5095946237162137, 0.49043541652596867, 0.4726816846907883, 0.45620199279277096, 0.44087525932638566]",0
30,2.0,"[0.5302986674424064, 0.49983076816725747, 0.4726816846907883, 0.44840163916814474, 0.42659158184885315, 0.4069084712798726, 0.3890618969093301, 0.37280756546493493, 0.3579402359722534, 0.3442871836169984, 0.33170255342713184]",0
40,2.0,"[0.44087525932638566, 0.41325212448408555, 0.3890618969093301, 0.3677068180372958, 0.3487127820682258, 0.33170255342713184, 0.3163739297219451, 0.30248278318253796, 0.2898301373162691, 0.27825236887549853, 0.2676137658439395]",0
50,2.0,"[0.37806215759569745, 0.3532620052897315, 0.3317025534271317, 0.3127748387770033, 0.29601260563004494, 0.281053881304815, 0.2676137658439395, 0.2554650797612679, 0.24442446219728586, 0.2343422602186661, 0.2250950783395255]",0
60,2.0,"[0.33170255342713184, 0.3092620380557227, 0.2898301373162691, 0.27282322868079856, 0.25780084428292827, 0.24442446219728586, 0.23242957658346536, 0.2216064137523935, 0.21178636460487366, 0.20283226420932474, 0.19463130799995318]",0
70,2.0,"[0.2960126056300453, 0.27550944657741155, 0.2578008442829281, 0.2423356353359475, 0.22870073078540237, 0.21658021615209339, 0.20572814828325925, 0.19595001459576142, 0.18708980723712423, 0.17902082390831386, 0.17163899747545264]",0
80,2.0,"[0.2676137658439395, 0.2487179768119142, 0.2324295765834652, 0.2182289501872663, 0.20572814828325825, 0.1946313079999513, 0.18470857373480348, 0.1757784372947101, 0.1676954839883422, 0.1603417035319691, 0.15362020915282912]",0
90,2.0,"[0.2444244621972862, 0.2268829034868835, 0.21178636460487318, 0.1986438951488273, 0.18708980723711816, 0.1768456853119682, 0.1676954839883377, 0.15946872967138864, 0.15202890105770622, 0.14526521387917649, 0.13908669986298758]",0
100,2.0,"[0.2250950783395255, 0.20871146285476092, 0.1946313079999516, 0.1823892035768987, 0.17163899747545008, 0.1621173999929344, 0.15362020915285624, 0.14598632067879766, 0.13908669986326896, 0.13281660776533857, 0.12709001524586439]",0
