MidPoint,Slope,resultList,LinerType
10,4.0,"[0.7466750375277624, 0.7538231324200914, 0.7617303660118779, 0.7705139952251508, 0.7803138963167157, 0.7912972309616673, 0.8036637666499848, 0.8176515415689041, 0.8335420522739242, 0.8516631403885155, 0.872385904379804]",0
20,4.0,"[0.6014828868412692, 0.6003043465857301, 0.5988803128713018, 0.5971242084405266, 0.5949026682709297, 0.5919983187670834, 0.5880292363028737, 0.582249444192488, 0.5729418580309158, 0.5547324213372232, 0.4526354542251906]",0
30,4.0,"[0.5077440697784785, 0.49430665990620987, 0.47657410705729436, 0.4517404769577854, 0.4132562461796953, 0.33910935836078787, 0.1901031255022081, 0.12657872906538914, 0.09864254909749101, 0.08167063640937725, 0.06987127596966752]",0
40,4.0,"[0.4413511844801564, 0.41451523969510445, 0.3757110147336703, 0.3122030222004816, 0.20324391514943416, 0.12696680033780858, 0.09333025919440045, 0.07388358135501764, 0.06070405610258107, 0.05111642470729401, 0.0439771655721008]",0
50,4.0,"[0.39140820340812926, 0.351032677312558, 0.287954733547465, 0.1894139443976529, 0.11719572336928602, 0.0836113723723043, 0.06404222002166642, 0.05085897833334731, 0.041454753197407095, 0.03461799378245898, 0.029665085175602093]",0
60,4.0,"[0.3522451414953136, 0.2988359861214139, 0.2144580405556668, 0.12760277286760022, 0.08479325009384928, 0.061660900516368224, 0.046846315131105515, 0.03674235658151091, 0.02967680557075344, 0.0246741648047283, 0.02114620137347928]",0
70,4.0,"[0.3205875571331052, 0.25528250462153146, 0.16186205710168736, 0.09707378901500638, 0.06568278398926884, 0.04725000062721667, 0.03541543656342548, 0.027549890191594973, 0.022187732771007003, 0.018460398484207483, 0.01586786227845526]",0
80,4.0,"[0.29439535450604193, 0.21896203693266164, 0.12810599576806414, 0.07803934996786407, 0.052350644838953714, 0.03709468647003765, 0.027565971319395945, 0.021396805582391, 0.017259919547183006, 0.014408835981090577, 0.012434805921860203]",0
90,4.0,"[0.2723227624184352, 0.18899658771942315, 0.10576258188028145, 0.06439918482757777, 0.04248079675863108, 0.02976691375124203, 0.02205554404688743, 0.01715122425737978, 0.013888890587038112, 0.011645308890383463, 0.010090993416376101]",0
100,4.0,"[0.253441697274868, 0.16458742625880293, 0.08976313731930664, 0.05393842015102558, 0.03501227481480781, 0.02439081956553798, 0.018091720296227704, 0.0141251521678848, 0.01149295430163279, 0.009680000790902792, 0.008419974289202648]",0
