MidPoint,Slope,resultList,LinerType
10,1.0,"[0.6512145775177237, 0.6690633951337015, 0.6887361339517515, 0.7105091247348234, 0.7347107993044363, 0.7617303660118779, 0.7920244167715353, 0.8261158795608731, 0.8645726666566182, 0.9079395425566829, 0.9565746237078318]",0.0
20,1.0,"[0.49274070668695963, 0.507687340741956, 0.5250535062040833, 0.5454463064113698, 0.5696822714691292, 0.5988803128713018, 0.6346045682133082, 0.6790845524971199, 0.735539433583809, 0.8085456433676365, 0.9037903596459584]",0.0
30,1.0,"[0.40039819034405105, 0.40998292729537494, 0.4215530401900973, 0.43577148663988385, 0.45361572059364724, 0.47657410705729436, 0.5069948445145502, 0.5487274598373104, 0.6083406568305747, 0.6974537821550141, 0.8362084970569076]",0.0
40,1.0,"[0.3388157969919568, 0.34301220241970276, 0.34822784134538654, 0.3548813319760347, 0.3636518588117917, 0.3757110147336703, 0.39323701810874684, 0.4206544494367189, 0.46780304519386506, 0.5576099714137777, 0.7396219249744318]",0.0
50,1.0,"[0.29439535450604193, 0.2937135388881908, 0.2928496855650569, 0.29171981009835385, 0.29017905952762624, 0.287954733547465, 0.2844672039357473, 0.2782443477344953, 0.2643614138649727, 0.22378311472160262, 0.4526354542251906]",0.07061223978443931
60,1.0,"[0.260658268271272, 0.2557497632909002, 0.24948473415856814, 0.24125070598950613, 0.23007020607941697, 0.2144580405556668, 0.192813963715584, 0.1659811637342155, 0.13961560129724515, 0.11833130878424222, 0.10228369481228902]",0.0
70,1.0,"[0.2340765158424713, 0.22561093469931973, 0.21486509443636154, 0.2010356146478611, 0.18333111300740132, 0.16186205710168736, 0.13897510145472358, 0.1182087656498321, 0.10129488813895604, 0.08808230251316158, 0.07803045804680334]",0.0
80,1.0,"[0.2125458850192912, 0.20115915028785625, 0.18696016580712987, 0.16949259850980242, 0.14918509618841264, 0.12810599576806414, 0.10895279454531852, 0.09305435618806306, 0.08034248891213422, 0.07038524143882353, 0.0631147255421425]",0.0
90,1.0,"[0.19472553174300705, 0.1809940829761119, 0.16434173806317215, 0.1450475305636946, 0.12472365623200035, 0.10576258188028145, 0.08963926636876245, 0.076517309727494, 0.06603037836316074, 0.05787432023161976, 0.05233191248927034]",0.0
100,1.0,"[0.17971677007524803, 0.164144849259898, 0.14590361815458658, 0.12606152120338227, 0.10674591027604637, 0.08976313731930664, 0.0756799607288672, 0.06429627168591791, 0.055250332318191576, 0.048320231767446216, 0.0439771655721008]",0.0
