MidPoint,Slope,resultList,LinerType
10,0.25,"[0.4413511844801566, 0.46257477448523726, 0.4868531451683741, 0.514897620677594, 0.54766435063247, 0.5864713430176972, 0.633187106559218, 0.6905374269762174, 0.7625780747639367, 0.8551877578860596, 0.9749275426047326]",0.0
20,0.25,"[0.2943953545060416, 0.3094188756638332, 0.3273864820050976, 0.3492129217396603, 0.3762207719740261, 0.41039473646673597, 0.4548594331076357, 0.5148594902122308, 0.600003343226876, 0.7300134379254134, 0.9469526296896316]",0.0
30,0.25,"[0.22277672271673793, 0.23245201011486147, 0.24438034041630535, 0.2594165558655037, 0.2788802581995135, 0.30489553447398327, 0.341059573500051, 0.39388436630809437, 0.47638973297348336, 0.619365556148089, 0.9153063607104389]",0.0
40,0.25,"[0.1797167700752453, 0.18525141414376317, 0.19221231171316955, 0.2012270066677597, 0.21333960251424508, 0.23039755295999265, 0.2559085803580542, 0.2970603570921371, 0.3698232484599094, 0.5147268136865965, 0.8788122764797739]",0.0
50,0.25,"[0.15079685194603326, 0.15315668098368906, 0.15615159432250258, 0.16008242253991145, 0.16547748822756994, 0.17335679198670972, 0.1859615223372181, 0.20916329494852512, 0.26158560490412963, 0.4022835070562688, 0.8354947490501511]",0.0
60,0.25,"[0.12995269859914302, 0.12987368803966298, 0.12976514076901285, 0.12960224810099888, 0.12932416984481018, 0.1287669202225344, 0.12748421827787365, 0.12447915667468563, 0.11901257279134263, 0.12240592032773767, 0.7815064510891553]",0.010940125807800391
70,0.25,"[0.11414152214901796, 0.1121559840010467, 0.10960769297112842, 0.10619565108837054, 0.1013911834939816, 0.09443416542532151, 0.08494873066955365, 0.07413817675203034, 0.06441589551503503, 0.05788738706234778, 0.7069022123024271]",0.05625413508667018
80,0.25,"[0.10165033008807552, 0.09811105854260023, 0.0935572200896357, 0.08750811403639565, 0.07947046115763813, 0.06962338553760947, 0.05936778342544139, 0.05039481144949442, 0.04363200797677144, 0.039718289893603424, 0.5061726804869325]",0.06193204019447209
90,0.25,"[0.09143969525526538, 0.08656303266410219, 0.08028793283705597, 0.07221044872496948, 0.0625358811398468, 0.05254833679377337, 0.04375715630484695, 0.0368738686707306, 0.03197594472845382, 0.029300490988756495, 0.032043150397286696]",0.0027426594085302007
100,0.25,"[0.0828497694788282, 0.07677538315050707, 0.06905012866801588, 0.059695307821387114, 0.049764518878041265, 0.04079712094367086, 0.03363217727952275, 0.028304229689434947, 0.024593256823232438, 0.02258920455019928, 0.026023888624800304]",0.0034346840746010236
